ID	record_id	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid
248113_2_91E0_vm	248113_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
248121_2_9160	248121_2	Structuur	aandeel dood hout	aandeel dood hout	1.77098575200477	Percentage	NA	%
248121_2_9160	248121_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
248121_2_9160	248121_2	Structuur	bosconstantie	bosconstantie	41	Geheel getal	NA	NA
248121_2_9160	248121_2	Structuur	minimum structuurareaal	MSA	105.7737	Decimaal getal	NA	ha
248121_2_9160	248121_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
248132_2_9120	248132_2	Structuur	aandeel dood hout	aandeel dood hout	0.642622637517149	Percentage	NA	%
248132_2_9120	248132_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
248132_2_9120	248132_2	Structuur	bosconstantie	bosconstantie	41	Geheel getal	NA	NA
248132_2_9120	248132_2	Structuur	minimum structuurareaal	MSA	1.4934	Decimaal getal	NA	ha
248132_2_9120	248132_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
248135_2_9160	248135_2	Structuur	aandeel dood hout	aandeel dood hout	17.4381121856179	Percentage	NA	%
248135_2_9160	248135_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
248135_2_9160	248135_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
248135_2_9160	248135_2	Structuur	minimum structuurareaal	MSA	3.0134	Decimaal getal	NA	ha
248135_2_9160	248135_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
248135_2_91E0_va	248135_2	Structuur	aandeel dood hout	aandeel dood hout	17.4381121856179	Percentage	NA	%
248135_2_91E0_va	248135_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
248135_2_91E0_va	248135_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
248135_2_91E0_va	248135_2	Structuur	minimum structuurareaal	MSA	0.911	Decimaal getal	NA	ha
248135_2_91E0_va	248135_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
251027_2_91E0_vm	251027_2	Structuur	aandeel dood hout	aandeel dood hout	0.191210290319094	Percentage	NA	%
251027_2_91E0_vm	251027_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
251027_2_91E0_vm	251027_2	Structuur	bosconstantie	bosconstantie	41	Geheel getal	NA	NA
251027_2_91E0_vm	251027_2	Structuur	minimum structuurareaal	MSA	0.6371	Decimaal getal	NA	ha
251027_2_91E0_vm	251027_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
251112_2_91E0_vm	251112_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
251112_2_91E0_vm	251112_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
251112_2_91E0_vm	251112_2	Structuur	bosconstantie	bosconstantie	51	Geheel getal	NA	NA
251112_2_91E0_vm	251112_2	Structuur	minimum structuurareaal	MSA	1.1112	Decimaal getal	NA	ha
251112_2_91E0_vm	251112_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
251112_3_91E0_vm	251112_3	Structuur	aandeel dood hout	aandeel dood hout	31.5384232447771	Percentage	NA	%
251112_3_91E0_vm	251112_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
251112_3_91E0_vm	251112_3	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
251112_3_91E0_vm	251112_3	Structuur	minimum structuurareaal	MSA	1.1112	Decimaal getal	NA	ha
251112_3_91E0_vm	251112_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
251116_2_9120	251116_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
251116_2_9120	251116_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
251116_2_9120	251116_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
251116_2_9120	251116_2	Structuur	minimum structuurareaal	MSA	14.142	Decimaal getal	NA	ha
251116_2_9120	251116_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
252044_2_9120	252044_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
252044_2_9120	252044_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
252044_2_9120	252044_2	Structuur	bosconstantie	bosconstantie	71	Geheel getal	NA	NA
252044_2_9120	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
252044_2_9120	252044_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
252044_3_9120	252044_3	Structuur	aandeel dood hout	aandeel dood hout	0.261262940309381	Percentage	NA	%
252044_3_9120	252044_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
252044_3_9120	252044_3	Structuur	bosconstantie	bosconstantie	81	Geheel getal	NA	NA
252044_3_9120	NA	Structuur	minimum structuurareaal	MSA	0	Decimaal getal	NA	ha
252044_3_9120	252044_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
252089_2_91E0_vm	252089_2	Structuur	aandeel dood hout	aandeel dood hout	3.56254269473499	Percentage	NA	%
252089_2_91E0_vm	252089_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
252089_2_91E0_vm	252089_2	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
252089_2_91E0_vm	252089_2	Structuur	minimum structuurareaal	MSA	0.3683	Decimaal getal	NA	ha
252089_2_91E0_vm	252089_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
252089_3_91E0_vm	252089_3	Structuur	aandeel dood hout	aandeel dood hout	22.7592922781511	Percentage	NA	%
252089_3_91E0_vm	252089_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
252089_3_91E0_vm	252089_3	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
252089_3_91E0_vm	252089_3	Structuur	minimum structuurareaal	MSA	0.3683	Decimaal getal	NA	ha
252089_3_91E0_vm	252089_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
252090_2_91E0_vm	252090_2	Structuur	aandeel dood hout	aandeel dood hout	64.9228073754508	Percentage	NA	%
252090_2_91E0_vm	252090_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
252090_2_91E0_vm	252090_2	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
252090_2_91E0_vm	252090_2	Structuur	minimum structuurareaal	MSA	0.1766	Decimaal getal	NA	ha
252090_2_91E0_vm	252090_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
252090_3_91E0_vm	252090_3	Structuur	aandeel dood hout	aandeel dood hout	5.91484893978197	Percentage	NA	%
252090_3_91E0_vm	252090_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
252090_3_91E0_vm	252090_3	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
252090_3_91E0_vm	252090_3	Structuur	minimum structuurareaal	MSA	0.1766	Decimaal getal	NA	ha
252090_3_91E0_vm	252090_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
253102_2_91E0_vn	253102_2	Structuur	aandeel dood hout	aandeel dood hout	9.41138043601312	Percentage	NA	%
253102_2_91E0_vn	253102_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
253102_2_91E0_vn	253102_2	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
253102_2_91E0_vn	253102_2	Structuur	minimum structuurareaal	MSA	12.6611	Decimaal getal	NA	ha
253102_2_91E0_vn	253102_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
253104_2_91E0_vm	253104_2	Structuur	aandeel dood hout	aandeel dood hout	15.0872344842892	Percentage	NA	%
253104_2_91E0_vm	253104_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
253104_2_91E0_vm	253104_2	Structuur	bosconstantie	bosconstantie	41	Geheel getal	NA	NA
253104_2_91E0_vm	253104_2	Structuur	minimum structuurareaal	MSA	6.9345	Decimaal getal	NA	ha
253104_2_91E0_vm	253104_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	1	Ja/nee	NA	NA
253142_2_9190	253142_2	Structuur	aandeel dood hout	aandeel dood hout	30.7712639186017	Percentage	NA	%
253142_2_9190	253142_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
253142_2_9190	253142_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
253142_2_9190	253142_2	Structuur	minimum structuurareaal	MSA	11.8295	Decimaal getal	NA	ha
253142_2_9190	253142_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
253142_2_91E0_vm	253142_2	Structuur	aandeel dood hout	aandeel dood hout	30.7712639186017	Percentage	NA	%
253142_2_91E0_vm	253142_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
253142_2_91E0_vm	253142_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
253142_2_91E0_vm	253142_2	Structuur	minimum structuurareaal	MSA	2.7273	Decimaal getal	NA	ha
253142_2_91E0_vm	253142_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
253151_2_91E0_vo	253151_2	Structuur	aandeel dood hout	aandeel dood hout	11.9240753099493	Percentage	NA	%
253151_2_91E0_vo	253151_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
253151_2_91E0_vo	253151_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
253151_2_91E0_vo	253151_2	Structuur	minimum structuurareaal	MSA	0.7794	Decimaal getal	NA	ha
253157_2_91E0_vm	253157_2	Structuur	aandeel dood hout	aandeel dood hout	3.65422636814021	Percentage	NA	%
253157_2_91E0_vm	253157_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
253157_2_91E0_vm	253157_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
253157_2_91E0_vm	253157_2	Structuur	minimum structuurareaal	MSA	6.2882	Decimaal getal	NA	ha
253157_2_91E0_vm	253157_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
253158_2_9120	253158_2	Structuur	aandeel dood hout	aandeel dood hout	5.17713284882876	Percentage	NA	%
253158_2_9120	253158_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
253158_2_9120	253158_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
253158_2_9120	253158_2	Structuur	minimum structuurareaal	MSA	38.2704	Decimaal getal	NA	ha
253158_2_9120	253158_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
253593_2017-04-13_91E0_vc	253593_2017-04-13	Structuur	aandeel dood hout	aandeel dood hout	0.54	Percentage	NA	%
253593_2017-04-13_91E0_vc	253593_2017-04-13	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
253593_2017-04-13_91E0_vc	253593_2017-04-13	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
253593_2017-04-13_91E0_vc	253593_2017-04-13	Structuur	minimum structuurareaal	MSA	5.8448	Decimaal getal	NA	ha
253593_2017-04-13_91E0_vc	253593_2017-04-13	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
254066_2_9120	254066_2	Structuur	aandeel dood hout	aandeel dood hout	3.3277725551142	Percentage	NA	%
254066_2_9120	254066_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
254066_2_9120	254066_2	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
254066_2_9120	254066_2	Structuur	minimum structuurareaal	MSA	2.9621	Decimaal getal	NA	ha
254066_2_9120	254066_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
254067_2_9120	254067_2	Structuur	aandeel dood hout	aandeel dood hout	6.32719393282773	Percentage	NA	%
254067_2_9120	254067_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
254067_2_9120	254067_2	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
254067_2_9120	254067_2	Structuur	minimum structuurareaal	MSA	0.2296	Decimaal getal	NA	ha
254067_2_9120	254067_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
254068_2_91E0_vm	254068_2	Structuur	aandeel dood hout	aandeel dood hout	5.2840754030424	Percentage	NA	%
254068_2_91E0_vm	254068_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
254068_2_91E0_vm	254068_2	Structuur	bosconstantie	bosconstantie	61	Geheel getal	NA	NA
254068_2_91E0_vm	254068_2	Structuur	minimum structuurareaal	MSA	13.0271	Decimaal getal	NA	ha
254068_2_91E0_vm	254068_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
254093_2_9190	254093_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
254093_2_9190	254093_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
254093_2_9190	254093_2	Structuur	bosconstantie	bosconstantie	175	Geheel getal	NA	NA
254093_2_9190	254093_2	Structuur	minimum structuurareaal	MSA	0.7038	Decimaal getal	NA	ha
254093_2_9190	254093_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
254103_2_9120	254103_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
254103_2_9120	254103_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
254103_2_9120	254103_2	Structuur	bosconstantie	bosconstantie	121	Geheel getal	NA	NA
254103_2_9120	254103_2	Structuur	minimum structuurareaal	MSA	6.3275	Decimaal getal	NA	ha
254103_2_9120	254103_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
254110_2_9120	254110_2	Structuur	aandeel dood hout	aandeel dood hout	4.24955737668178	Percentage	NA	%
254110_2_9120	254110_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
254110_2_9120	254110_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
254110_2_9120	254110_2	Structuur	minimum structuurareaal	MSA	5.0762	Decimaal getal	NA	ha
254110_2_9120	254110_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
254125_2_91E0_vm	254125_2	Structuur	aandeel dood hout	aandeel dood hout	1.49704436275641	Percentage	NA	%
254125_2_91E0_vm	254125_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
254125_2_91E0_vm	254125_2	Structuur	bosconstantie	bosconstantie	81	Geheel getal	NA	NA
254125_2_91E0_vm	254125_2	Structuur	minimum structuurareaal	MSA	21.9082	Decimaal getal	NA	ha
254125_2_91E0_vm	254125_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
254129_2_91E0_vm	254129_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
254129_2_91E0_vm	254129_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
254129_2_91E0_vm	254129_2	Structuur	bosconstantie	bosconstantie	21	Geheel getal	NA	NA
254129_2_91E0_vm	254129_2	Structuur	minimum structuurareaal	MSA	0.0205	Decimaal getal	NA	ha
254129_2_91E0_vm	254129_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
255017_2_91E0_vm	255017_2	Structuur	aandeel dood hout	aandeel dood hout	32.2678073580058	Percentage	NA	%
255017_2_91E0_vm	255017_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
255017_2_91E0_vm	255017_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
255017_2_91E0_vm	255017_2	Structuur	minimum structuurareaal	MSA	1.6181	Decimaal getal	NA	ha
255017_2_91E0_vm	255017_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
255017_3_91E0_vm	255017_3	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
255017_3_91E0_vm	NA	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
255017_3_91E0_vm	255017_3	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
255017_3_91E0_vm	255017_3	Structuur	minimum structuurareaal	MSA	1.6181	Decimaal getal	NA	ha
255017_3_91E0_vm	255017_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
255063_2_9120	255063_2	Structuur	aandeel dood hout	aandeel dood hout	0	Percentage	NA	%
255063_2_9120	255063_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
255063_2_9120	255063_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
255063_2_9120	255063_2	Structuur	minimum structuurareaal	MSA	15.5757	Decimaal getal	NA	ha
255063_2_9120	255063_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
255068_2_9120	255068_2	Structuur	aandeel dood hout	aandeel dood hout	7.39033447227782	Percentage	NA	%
255068_2_9120	255068_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
255068_2_9120	255068_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
255068_2_9120	255068_2	Structuur	minimum structuurareaal	MSA	7.702	Decimaal getal	NA	ha
255068_2_9120	255068_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
255068_3_9120	255068_3	Structuur	aandeel dood hout	aandeel dood hout	1.17994494035205	Percentage	NA	%
255068_3_9120	255068_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
255068_3_9120	255068_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
255068_3_9120	255068_3	Structuur	minimum structuurareaal	MSA	7.702	Decimaal getal	NA	ha
255068_3_9120	255068_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
255105_2_9120	255105_2	Structuur	aandeel dood hout	aandeel dood hout	5.99509377225607	Percentage	NA	%
255105_2_9120	255105_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
255105_2_9120	255105_2	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
255105_2_9120	255105_2	Structuur	minimum structuurareaal	MSA	7.3429	Decimaal getal	NA	ha
255105_2_9120	255105_2	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
255105_3_9120	255105_3	Structuur	aandeel dood hout	aandeel dood hout	4.11798825698917	Percentage	NA	%
255105_3_9120	255105_3	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
255105_3_9120	255105_3	Structuur	bosconstantie	bosconstantie	250	Geheel getal	NA	NA
255105_3_9120	255105_3	Structuur	minimum structuurareaal	MSA	7.3429	Decimaal getal	NA	ha
255105_3_9120	255105_3	Structuur	horizontale structuur - natuurlijke mozaiekstructuur	natuurlijke mozaïekstructuur	0	Ja/nee	NA	NA
255107_2_9160	255107_2	Structuur	aandeel dood hout	aandeel dood hout	7.56647142174318	Percentage	NA	%
255107_2_9160	255107_2	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	0	Decimaal getal	NA	NA
255107_2_9160	255107_2	Structuur	bosconstantie	bosconstantie	101	Geheel getal	NA	NA
