id	type_analysis	status	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	index_mean_crit	doelbereik_mean_ind
1097222_2018-06-05	6510_hu	0	RapportageHR	1	60	0.159	-0.0658	0.7247
1107666_2018-06-19	6230_ha	1	RapportageHR	0	77.7778	0.4918	0.0838	0.8554
11142674_2019-07-03	6410_mo	0	RapportageHR	2	69.2308	0.3481	0.022	0.9034
1115122_2016-08-25	6230_hn	0	RapportageHR	1	88.8889	0.5747	0.4383	0.9776
1117877_2015-08-20	1330_hpr	1	RapportageHR	0	100	0.5031	0.5031	1
1117877_2022-09-20	1330_hpr	1	RapportageHR	0	100	0.8025	0.8025	1
1119506_2016-06-14	6510_hus	0	RapportageHR	1	60	0.2069	-0.0661	0.7789
1119506_2023-06-06	6510_hu	0	RapportageHR	1	50	0.0483	-0.3416	0.5813
11228210_2019-06-19	6410_mo	0	RapportageHR	2	61.5385	0.3257	-0.3955	0.7489
1132201_2017-07-10	7140_meso	0	RapportageHR	2	58.3333	0.2866	0.0045	0.8136
1132201_2024-06-26	7140_meso	0	RapportageHR	1	58.3333	0.296	-0.1542	0.7397
1132838_2018-05-23	6510_hu	1	RapportageHR	0	70	0.3738	-0.005	0.8076
11343122_2020-05-26	6510_hus	0	RapportageHR	2	50	0.1446	-0.111	0.7462
1135826_2018-07-12	6230_hn	1	RapportageHR	0	100	0.8164	0.6083	1
11394098_2019-07-05	6410_mo	0	RapportageHR	1	61.5385	0.2509	-0.4579	0.7614
1140434_2017-07-04	7140_meso	1	RapportageHR	0	75	0.4416	-0.0877	0.7829
11466886_2019-07-08	6410_mo	0	RapportageHR	1	61.5385	0.3262	-0.3553	0.7899
1150886_2016-07-19	6230_hmo	0	RapportageHR	1	72.7273	0.4759	0.0571	0.8362
1150886_2023-06-28	6230_hmo	1	RapportageHR	0	90.9091	0.5789	0.3514	0.9773
1152657_2014-05-30	6510_huk	0	RapportageHR	1	50	0.2177	-0.1531	0.7277
1152657_2022-05-31	6510_hua	1	RapportageHR	0	83.3333	0.529	0.2112	0.9461
1156230_2015-06-09	6410_mo	0	RapportageHR	2	84.6154	0.5007	0.2229	0.9466
1156230_2022-06-24	6410_mo	0	RapportageHR	1	84.6154	0.5474	0.2509	0.9887
1163750_2018-05-25	6510_hu	0	RapportageHR	2	60	0.2601	0.0186	0.78
116950_2016-09-06	6230_ha	1	RapportageHR	0	77.7778	0.5533	0.1146	0.85
116950_2023-07-16	6230_ha	0	RapportageHR	1	66.6667	0.4843	0.0967	0.8213
1175794_2018-06-11	6510_hu	1	RapportageHR	0	60	0.2161	-0.0418	0.7916
1177233_2022-06-20	6510_hua	0	RapportageHR	2	58.3333	0.2814	-0.0743	0.7786
118441_2016-06-13	6510_hu	0	RapportageHR	2	50	0.1152	-0.087	0.7053
118441_2022-06-09	6510_hu	0	RapportageHR	2	50	0.091	-0.0728	0.779
1185042_2020-05-18	6510_hu	0	RapportageHR	2	60	0.2476	0.0052	0.7768
1201345_2018-06-13	6510_hu	0	RapportageHR	1	60	0.4158	0.1671	0.8627
1212382_2018-06-27	6230_hn	1	RapportageHR	0	88.8889	0.6224	0.3123	0.9444
1216422_2016-07-19	6230_hmo	1	RapportageHR	0	90.9091	0.7454	0.415	0.9773
1216422_2024-06-26	6230_hmo	1	RapportageHR	0	81.8182	0.5901	0.2654	0.9444
1217746_2018-07-12	6230_hn	0	RapportageHR	1	88.8889	0.6583	0.4477	0.9769
12229422_2019-08-01	6410_mo	0	RapportageHR	1	76.9231	0.5014	0.0439	0.8379
122549_2022-07-31	1330_hpr	1	RapportageHR	0	100	0.6263	0.6263	1
1227910_2018-05-30	6510_hu	1	RapportageHR	0	70	0.2957	-0.0065	0.78
12457234_2020-05-18	6510_hus	1	RapportageHR	0	70	0.448	0.1274	0.8193
1249582_2018-06-13	6230_ha	1	RapportageHR	0	88.8889	0.5148	0.3418	0.8889
1254486_2018-06-27	6230_hmo	1	RapportageHR	0	90.9091	0.8002	0.5078	0.9773
1255122_2018-06-19	6230_ha	1	RapportageHR	0	77.7778	0.4479	0.2837	0.9949
1258422_2018-07-10	7140_meso	1	RapportageHR	0	83.3333	0.6245	0.2741	0.9041
1260481_2018-06-08	6510_hu	0	RapportageHR	1	70	0.2985	0.0269	0.8345
1266738_2018-06-11	6510_hu	0	RapportageHR	1	60	0.2631	-0.0083	0.7192
1269030_2016-06-21	6510_huk	0	RapportageHR	1	60	-0.0181	-0.3434	0.6483
1269458_2018-06-19	6230_ha	0	RapportageHR	1	66.6667	0.4213	-0.0238	0.8101
1271122_2018-06-18	6510_hu	0	RapportageHR	1	70	0.2669	-0.033	0.7815
127218_2014-05-19	6510_hu	1	RapportageHR	0	70	0.2784	0.0509	0.8248
127218_2020-05-15	6510_hu	1	RapportageHR	0	60	0.2228	0.0365	0.8181
127218_2020-05-15	6510_hua	1	RapportageHR	0	66.6667	0.2252	-7e-04	0.8046
127218_2020-05-15	6510_huk	0	RapportageHR	0	50	0.031	-0.2916	0.6556
127218_2020-05-15	6510_hus	1	RapportageHR	0	60	0.2228	0.0365	0.8181
1274549_2024-07-17	1330_hpr	0	RapportageHR	1	66.6667	0.125	0.125	0.721
1280278_2014-05-27	6510_hus	0	RapportageHR	2	60	0.2135	0.0157	0.767
1280278_2022-05-24	6510_hus	0	RapportageHR	2	50	0.1174	-0.0691	0.6883
1286278_2015-06-25	6410_mo	1	RapportageHR	0	76.9231	0.3671	-0.3376	0.8
1286278_2022-07-04	6410_mo	0	RapportageHR	1	69.2308	0.329	-0.3244	0.7612
128657_2022-06-20	6510_hua	0	RapportageHR	1	75	0.3802	0.0438	0.8312
1300962_2018-06-20	6510_hu	1	RapportageHR	0	70	0.3476	0.0525	0.8334
1305334_2021-08-19	6410_mo	1	RapportageHR	0	84.6154	0.5939	0.066	0.9305
1322614_2018-07-05	7140_meso	1	RapportageHR	0	75	0.4932	0.0813	0.8541
1328710_2018-06-06	6510_hu	0	RapportageHR	2	50	0.1583	-0.0791	0.6886
1346134_2016-08-24	6410_mo	0	RapportageHR	1	69.2308	0.3823	-0.2911	0.7951
1348277_2017-09-29	1330_hpr	0	RapportageHR	1	50	0.1229	0.1229	0.6229
1348277_2024-07-17	1330_hpr	0	RapportageHR	1	83.3333	0.4781	0.4781	0.8333
1355014_2018-06-06	6510_hu	0	RapportageHR	1	70	0.2931	-0.0022	0.7911
1359838_2018-06-27	6230_hn	1	RapportageHR	0	88.8889	0.7626	0.4907	0.9722
136466_2016-06-15	6510_hus	0	RapportageHR	1	50	0.2146	-0.0964	0.7459
136466_2023-06-06	6510_hu	0	RapportageHR	1	50	0.0893	-0.2769	0.6259
1367026_2017-06-30	7140_oli	0	RapportageHR	2	80	0.452	-0.034	0.8714
1375542_2018-05-29	6510_hu	0	RapportageHR	2	60	0.1774	-0.0942	0.7609
1381569_2018-06-06	6510_hu	0	RapportageHR	1	60	0.3777	0.0816	0.7936
1381569_2018-06-12	6230_hmo	0	RapportageHR	2	63.6364	0.4022	-0.0072	0.8428
1388150_2015-06-29	7140_meso	0	RapportageHR	1	75	0.4403	0.1003	0.8576
1388150_2022-08-18	7140_meso	1	RapportageHR	0	66.6667	0.3613	-0.1903	0.7527
1390706_2020-05-28	6510_hu	1	RapportageHR	0	80	0.4671	0.158	0.8679
1392705_2018-06-12	6230_hmo	0	RapportageHR	1	63.6364	0.3164	0.008	0.8897
1395766_2019-05-27	6230_hn	1	RapportageHR	0	77.7778	0.3856	-0.0468	0.8167
1397810_2018-06-07	6510_hu	0	RapportageHR	1	50	-0.077	-0.4971	0.5195
1397810_2018-06-07	6510_hua	0	RapportageHR	1	58.3333	0.0997	-0.3561	0.5996
1397810_2018-06-07	6510_huk	0	RapportageHR	1	50	-0.0848	-0.5112	0.5117
1397810_2018-06-07	6510_hus	0	RapportageHR	1	50	-0.077	-0.4971	0.5195
140241_2022-08-22	6230_hmo	0	RapportageHR	1	81.8182	0.6567	0.4427	0.9911
1403657_2017-09-29	1330_hpr	0	RapportageHR	1	50	0.165	0.165	0.665
1404382_2017-06-30	7140_oli	0	RapportageHR	2	80	0.4942	-0.0193	0.8714
1405382_2018-06-05	6510_hu	1	RapportageHR	0	70	0.2556	-0.1165	0.76
1409089_2018-06-12	6230_hmo	1	RapportageHR	0	100	0.737	0.5602	1
141010_2016-08-18	6230_ha	0	RapportageHR	1	66.6667	0.3699	-0.1193	0.732
141010_2023-07-05	6230_ha	0	RapportageHR	2	55.5556	0.2576	-0.1916	0.768
1414354_2018-07-12	6230_hn	0	RapportageHR	1	88.8889	0.6911	0.5126	0.9822
1425286_2019-07-08	6410_mo	0	RapportageHR	2	69.2308	0.3894	-0.0913	0.826
1428270_2017-06-26	6230_hn	1	RapportageHR	0	88.8889	0.6099	0.3566	0.9722
143382_2016-05-30	6510_hu	0	RapportageHR	1	60	0.2319	-0.057	0.6999
143602_2016-07-01	6410_mo	0	RapportageHR	2	61.5385	0.3263	-0.3853	0.781
143602_2023-07-06	6410_mo	1	RapportageHR	0	76.9231	0.4078	-0.3199	0.8
1436718_2016-06-20	6230_hmo	0	RapportageHR	1	81.8182	0.5294	0.3771	0.9149
1436718_2024-06-25	6230_hmo	0	RapportageHR	1	90.9091	0.5911	0.4607	0.9991
1436882_2016-09-02	6230_hmo	0	RapportageHR	1	90.9091	0.7234	0.5461	0.9955
1436882_2016-09-02	6230_hn	0	RapportageHR	1	77.7778	0.6162	0.3472	0.9678
1442745_2019-06-18	6510_hu	0	RapportageHR	2	60	0.2533	0.0412	0.7638
1443378_2017-07-27	6230_hn	1	RapportageHR	0	100	0.8252	0.6216	1
1448238_2020-08-06	6230_ha	1	RapportageHR	0	77.7778	0.5634	0.0676	0.8167
1457206_2019-05-24	6230_ha	1	RapportageHR	0	77.7778	0.6244	0.1691	0.8554
1461001_2018-06-14	1330_hpr	0	RapportageHR	1	66.6667	0.3309	0.3309	0.8337
1461001_2023-10-04	1330_hpr	0	RapportageHR	1	66.6667	0.1846	0.1846	0.7342
1461302_2019-05-27	6230_ha	0	RapportageHR	1	66.6667	0.3689	-0.0039	0.7984
1464626_2019-07-02	6230_ha	0	RapportageHR	1	66.6667	0.4279	-0.082	0.7657
1465330_2020-09-24	7140_oli	0	RapportageHR	2	70	0.5137	0.0504	0.8939
1468114_2017-07-10	7140_oli	0	RapportageHR	1	90	0.7104	0.2567	0.9197
1470454_2021-08-18	7140_oli	1	RapportageHR	0	100	0.6326	0.4194	1
1470918_2018-06-05	6510_hu	0	RapportageHR	1	60	0.1906	-0.0909	0.7349
1474033_2018-06-14	6510_hus	0	RapportageHR	2	50	0.0582	-0.1684	0.579
1474526_2016-08-04	6230_hmo	1	RapportageHR	0	90.9091	0.8356	0.5752	0.9773
1478129_2018-05-23	6510_hua	0	RapportageHR	2	58.3333	0.3215	-0.0127	0.7649
1487746_2014-06-03	6510_huk	0	RapportageHR	1	80	0.3056	0.1278	0.9122
1487746_2022-06-03	6510_huk	0	RapportageHR	1	70	0.43	0.1994	0.9134
1498102_2018-06-06	7140_meso	0	RapportageHR	1	75	0.4646	0.085	0.842
1498102_2023-07-16	7140_meso	0	RapportageHR	2	58.3333	0.3205	-0.0913	0.773
1498805_1330_hpr_2019-10-29	1330_hpr	0	RapportageHR	1	66.6667	0.2046	0.2046	0.8712
1498805_2023-10-12	1330_hpr	0	RapportageHR	1	66.6667	0.1908	0.1908	0.8019
1500498_2018-06-18	6510_huk	0	RapportageHR	2	40	-0.1886	-0.5011	0.5296
1500498_2024-06-14	6510_huk	1	RapportageHR	0	60	0.1133	-0.2	0.7367
1504306_2018-06-07	6510_hu	0	RapportageHR	2	50	0.1043	-0.1114	0.6301
1508278_2019-07-10	6230_hn	1	RapportageHR	0	100	0.8657	0.746	1
1512322_2019-06-19	6510_hu	0	RapportageHR	1	60	0.1826	-0.003	0.7859
1512322_2019-06-19	6510_hua	0	RapportageHR	1	66.6667	0.2486	0.0335	0.8069
1512322_2019-06-19	6510_huk	0	RapportageHR	1	50	0.0062	-0.3046	0.6683
1512322_2019-06-19	6510_hus	0	RapportageHR	1	60	0.1826	-0.003	0.7859
1512530_2018-06-19	6510_hu	0	RapportageHR	1	60	0.247	-0.0708	0.6612
1512886_2018-05-30	7140_meso	0	RapportageHR	1	75	0.4665	0.1384	0.8799
1512886_2024-07-10	7140_meso	1	RapportageHR	0	83.3333	0.5043	0.1411	0.875
151318_2018-06-11	6510_hu	0	RapportageHR	2	60	0.2108	0.0204	0.8396
151318_2022-05-24	6510_hu	0	RapportageHR	1	50	0.0448	-0.2866	0.6307
1529025_2018-06-07	6510_hu	1	RapportageHR	0	80	0.4007	0.1664	0.8943
1531602_2019-07-04	6230_ha	1	RapportageHR	0	88.8889	0.6973	0.4	0.9444
1532081_2020-08-26	1330_hpr	0	RapportageHR	1	83.3333	0.5592	0.5592	0.9478
1533266_2018-06-18	6510_hu	0	RapportageHR	1	60	0.16	-0.12	0.7219
1535001_2020-05-26	6510_hu	0	RapportageHR	1	60	0.3609	0.0587	0.798
1540082_2020-10-14	7140_oli	0	RapportageHR	1	90	0.5989	0.3647	0.9322
1542626_2018-06-20	6510_hus	1	RapportageHR	0	90	0.4906	0.2478	0.9143
1547265_2018-06-29	1330_hpr	1	RapportageHR	0	83.3333	0.3468	0.3468	0.9167
1547570_2018-06-11	6510_hu	0	RapportageHR	1	60	0.2645	-0.0813	0.764
1549622_2018-05-29	6510_hu	0	RapportageHR	2	50	0.0562	-0.1777	0.7519
1566033_2016-09-05	6230_hmo	0	RapportageHR	1	72.7273	0.601	0.201	0.9021
1569666_2014-05-23	6510_huk	0	RapportageHR	1	60	0.2509	-0.0399	0.7582
1569666_2022-06-07	6510_huk	0	RapportageHR	1	60	0.2189	-0.0587	0.7888
1576886_2017-07-31	7140_oli	0	RapportageHR	2	70	0.3275	-0.2332	0.7275
1576886_2024-08-07	7140_oli	0	RapportageHR	2	70	0.4044	-0.121	0.7814
1583446_2016-07-19	6410_mo	0	RapportageHR	2	61.5385	0.3374	-0.3406	0.743
1583446_2023-07-05	6410_mo	0	RapportageHR	2	61.5385	0.3007	-0.3664	0.7915
1593478_2019-07-08	6230_ha	0	RapportageHR	1	66.6667	0.1371	-0.1442	0.8392
1594037_1330_hpr_2019-10-29	1330_hpr	0	RapportageHR	1	50	0.2292	0.2292	0.7292
1618054_2015-05-28	6410_mo	0	RapportageHR	2	61.5385	0.2793	-0.1642	0.8492
1618054_2022-07-04	6410_mo	0	RapportageHR	2	61.5385	0.3436	-0.2578	0.7791
1618818_2014-06-03	6510_huk	1	RapportageHR	0	80	0.457	0.2844	0.9291
1618818_2022-06-03	6510_huk	1	RapportageHR	0	80	0.6488	0.4642	0.9833
1627010_2018-05-31	6230_hnk	0	RapportageHR	1	66.6667	0.254	-0.0342	0.832
162790_2014-05-23	6510_hu	0	RapportageHR	1	60	0.3224	0.0112	0.7907
162790_2020-05-21	6510_hu	1	RapportageHR	0	80	0.3679	0.0684	0.821
162790_2020-05-21	6510_hua	1	RapportageHR	0	83.3333	0.4417	0.17	0.8582
162790_2020-05-21	6510_huk	1	RapportageHR	0	70	0.2836	-0.1468	0.71
162790_2020-05-21	6510_hus	1	RapportageHR	0	80	0.3679	0.0684	0.821
1631954_2019-07-04	6230_ha	1	RapportageHR	0	77.7778	0.4888	0.0819	0.8554
1634546_2018-06-05	6230_ha	1	RapportageHR	0	77.7778	0.3938	-0.104	0.7778
1635254_2015-09-21	7140_meso	0	RapportageHR	1	75	0.457	0.1249	0.8509
1635254_2022-08-26	7140_meso	0	RapportageHR	1	66.6667	0.3796	0.0296	0.7909
1642233_2018-05-31	6410_mo	1	RapportageHR	0	92.3077	0.5244	0.1284	0.9535
1642233_2024-06-28	6410_mo	0	RapportageHR	2	69.2308	0.5229	0.2821	0.9303
1653761_2020-08-18	1330_hpr	0	RapportageHR	1	66.6667	0.4371	0.4371	0.8712
1653761_2024-07-18	1330_hpr	0	RapportageHR	1	66.6667	0.3282	0.3282	0.75
1660114_2019-07-10	6230_hn	1	RapportageHR	0	100	0.7228	0.4923	1
1660950_2017-06-23	6230_hmo	0	RapportageHR	1	81.8182	0.4602	0.157	0.9289
1667357_2018-06-14	1330_hpr	1	RapportageHR	0	100	0.887	0.887	1
1676498_2019-07-10	6230_hn	1	RapportageHR	0	100	0.7682	0.5763	1
1677870_2018-06-13	7140_oli	0	RapportageHR	2	80	0.4514	0.0182	0.8733
1685137_2018-05-23	6510_hua	0	RapportageHR	1	66.6667	0.2943	-0.0091	0.8295
1700533_2020-08-28	1330_hpr	0	RapportageHR	1	66.6667	0.4355	0.4355	0.8546
170798_2016-09-13	7140_oli	1	RapportageHR	0	100	0.9157	0.8539	1
170798_2023-10-16	7140_oli	0	RapportageHR	1	90	0.7684	0.7383	0.9857
1711014_2016-08-23	6230_ha	1	RapportageHR	0	88.8889	0.6141	0.3204	0.9167
1713874_2019-07-04	6230_ha	0	RapportageHR	1	66.6667	0.3507	-0.0068	0.8323
1715637_2018-06-28	1330_hpr	0	RapportageHR	1	66.6667	0.4061	0.4061	0.9085
1715637_2024-07-17	1330_hpr	0	RapportageHR	1	83.3333	0.3807	0.3807	0.8333
1723446_2019-05-27	6230_ha	0	RapportageHR	2	55.5556	0.2988	0.0046	0.8285
1742034_2019-07-10	6230_hn	1	RapportageHR	0	88.8889	0.8136	0.5927	0.9444
17475649_2015-07-10	6410_mo	0	RapportageHR	1	84.6154	0.6118	0.3359	0.9096
1749942_2015-09-17	7140_meso	0	RapportageHR	1	58.3333	0.2699	-0.2817	0.7037
1750129_2018-06-29	1330_hpr	0	RapportageHR	2	33.3333	-0.0023	-0.0023	0.6644
1750129_2024-07-18	1330_hpr	0	RapportageHR	2	66.6667	0.2532	0.2532	0.8225
1761206_2018-07-05	7140_meso	1	RapportageHR	0	75	0.5122	0.0618	0.859
1766326_2018-07-12	7140_oli	0	RapportageHR	1	90	0.4888	-0.0302	0.9
1766326_2024-08-07	7140_oli	1	RapportageHR	0	100	0.6646	0.3993	1
1785525_2018-07-04	1330_hpr	1	RapportageHR	0	100	0.9033	0.9033	1
1793318_2016-06-22	6510_huk	0	RapportageHR	1	50	0.0326	-0.3197	0.6359
1793746_2020-07-22	6230_ha	1	RapportageHR	0	88.8889	0.7449	0.4729	0.9444
1799154_2019-07-04	6230_hn	1	RapportageHR	0	100	0.7791	0.6143	1
1820185_2018-06-11	6510_hu	0	RapportageHR	2	50	0.1612	-0.0616	0.6935
182054_2018-05-23	6510_hu	0	RapportageHR	2	50	0.1674	-0.066	0.7958
1826514_2020-07-15	6230_ha	1	RapportageHR	0	100	0.8075	0.5971	1
1829622_2018-05-15	7140_meso	1	RapportageHR	0	83.3333	0.6356	0.3746	0.9041
1830581_2018-07-04	1330_hpr	1	RapportageHR	0	100	0.7271	0.7271	0.9996
183733_2022-09-21	1330_hpr	1	RapportageHR	0	100	0.7134	0.7134	1
183734_2018-06-06	6510_hu	0	RapportageHR	1	60	0.2052	-0.0707	0.7188
1839666_2018-06-07	7140_meso	1	RapportageHR	0	75	0.5149	0.0695	0.8161
18546_2014-06-05	6510_hu	0	RapportageHR	1	70	0.3234	0.0422	0.7884
18546_2020-05-20	6510_hu	0	RapportageHR	1	60	0.1401	-0.2342	0.68
18546_2020-05-20	6510_hua	0	RapportageHR	1	66.6667	0.2834	-0.1166	0.7333
18546_2020-05-20	6510_huk	0	RapportageHR	1	60	0.1433	-0.2325	0.68
18546_2020-05-20	6510_hus	0	RapportageHR	1	60	0.1401	-0.2342	0.68
18546_2022-06-09	6510_hu	0	RapportageHR	1	50	-0.026	-0.2776	0.6263
186850_2018-06-20	6510_hu	1	RapportageHR	0	80	0.4336	0.1366	0.8352
1872565_2018-06-28	1330_hpr	1	RapportageHR	0	83.3333	0.6071	0.6071	0.9167
188062_2022-07-29	6230_hn	0	RapportageHR	1	66.6667	0.3508	-0.0691	0.7796
1884126_2016-08-02	6230_hmo	1	RapportageHR	0	100	0.8063	0.5463	1
1885721_2019-06-04	6510_hua	0	RapportageHR	1	66.6667	0.3438	-0.0343	0.7387
1887022_2018-06-13	6230_hn	0	RapportageHR	1	77.7778	0.5547	0.3084	0.9286
1905938_2016-06-09	6510_hu	0	RapportageHR	2	50	0.0571	-0.1804	0.598
1905938_2016-06-09	6510_hua	0	RapportageHR	2	58.3333	0.2117	-0.0694	0.6652
1905938_2016-06-09	6510_huk	0	RapportageHR	1	50	0.0165	-0.4176	0.5647
1905938_2016-06-09	6510_hus	0	RapportageHR	2	50	0.0571	-0.1804	0.598
1905938_2023-06-09	6510_hus	0	RapportageHR	1	60	0.1925	-0.0623	0.6987
190902_2018-06-06	6510_hu	1	RapportageHR	0	70	0.336	0.0311	0.78
190902_2024-06-03	6510_hu	1	RapportageHR	0	60	0.1794	-0.1191	0.7578
1913782_2018-07-10	7140_meso	0	RapportageHR	1	75	0.4262	0.1036	0.8651
1927030_2018-07-05	7140_meso	0	RapportageHR	1	58.3333	0.2334	-0.3416	0.6759
1928193_2018-06-29	1330_hpr	0	RapportageHR	1	50	0.1899	0.1899	0.6899
1933238_2020-09-02	6230_ha	1	RapportageHR	0	77.7778	0.6299	0.2787	0.9214
1936821_2018-06-28	1330_hpr	0	RapportageHR	1	66.6667	0.2094	0.2094	0.7118
1938478_2015-07-08	6230_hmo	0	RapportageHR	3	54.5455	0.185	-0.2758	0.7214
1945013_2018-06-28	1330_hpr	1	RapportageHR	0	100	0.6688	0.6688	1
1947634_2020-09-10	7140_oli	0	RapportageHR	4	50	0.2232	-0.1372	0.7901
1950913_2021-07-06	6230_hmo	0	RapportageHR	3	54.5455	0.2995	0.0356	0.8619
19510_2016-09-08	6230_hn	1	RapportageHR	0	100	0.7202	0.4767	1
19510_2023-10-09	6230_hn	1	RapportageHR	0	100	0.7699	0.542	1
1951958_2020-10-09	6230_ha	1	RapportageHR	0	88.8889	0.78	0.5122	0.9444
1971474_2016-06-08	6510_hus	0	RapportageHR	1	60	0.2615	0.0109	0.7397
1971474_2023-06-07	6510_hus	0	RapportageHR	2	40	0.059	-0.2214	0.6819
198930_2022-09-26	6230_hmo	0	RapportageHR	1	63.6364	0.3291	-0.1878	0.8053
201006_2016-06-27	6230_hn	1	RapportageHR	0	77.7778	0.5915	0.3135	0.9585
201006_2024-06-25	6230_ha	1	RapportageHR	0	88.8889	0.751	0.5078	0.9722
2011870_2018-06-05	7140_oli	0	RapportageHR	1	90	0.641	0.2049	0.9333
2016242_2020-07-22	6230_ha	0	RapportageHR	1	77.7778	0.5639	0.3063	0.9639
2016390_2019-07-08	6230_hmo	0	RapportageHR	1	72.7273	0.3856	-0.1533	0.7679
2018749_2020-10-15	1330_hpr	1	RapportageHR	0	100	0.6833	0.6833	1
201938_2022-08-26	6230_hn	1	RapportageHR	0	100	0.8204	0.6243	1
20217_2016-05-31	6510_hu	0	RapportageHR	2	40	-0.0332	-0.2466	0.6523
20217_2020-05-21	6510_hu	1	RapportageHR	0	80	0.3105	0.107	0.8543
2037393_2019-06-05	6510_hua	0	RapportageHR	2	58.3333	0.3972	0.1816	0.8462
20390_2021-07-29	6410_mo	0	RapportageHR	2	76.9231	0.5419	0.2651	0.9762
2056822_2019-11-14	7140_oli	0	RapportageHR	3	70	0.4115	0.0803	0.836
2056822_2024-08-09	7140_oli	0	RapportageHR	1	80	0.4786	-0.0912	0.872
206134_2014-06-12	6510_hu	0	RapportageHR	1	50	-0.0062	-0.3657	0.5938
2070830_2020-08-06	6230_ha	1	RapportageHR	0	77.7778	0.5289	-0.0171	0.7778
207406_2016-09-19	6230_hmo	0	RapportageHR	2	63.6364	0.2729	-0.1541	0.8073
2080902_2020-07-09	6230_ha	0	RapportageHR	1	55.5556	0.2071	-0.0992	0.8175
2088658_2020-07-22	6230_ha	1	RapportageHR	0	100	0.8276	0.6376	1
212661_2015-08-13	1330_hpr	1	RapportageHR	0	100	0.8122	0.8122	1
