id	type_analysis	criterium	status_criterium	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	doelbereik_mean_ind
1018841_2020-05-26	6510_hu	Structuur	1	RapportageHR	0	100	0.2405	1
1018841_2020-05-26	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.824	0.176
1018841_2020-05-26	6510_hu	Verstoring	1	RapportageHR	0	100	0.9661	1
1022766_2015-06-10	6230_hmo	Vegetatie	0	RapportageHR	0	50	0.1829	0.9329
1022766_2015-06-10	6230_hmo	Verstoring	1	RapportageHR	0	100	0.8419	1
1022766_2022-08-23	6230_hmo	Vegetatie	0	RapportageHR	0	50	-0.0119	0.9881
1022766_2022-08-23	6230_hmo	Verstoring	1	RapportageHR	0	100	0.8458	1
1023282_2018-06-11	6510_hu	Structuur	0	RapportageHR	0	50	0.195	0.8
1023282_2018-06-11	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.9119	0.0881
1023282_2018-06-11	6510_hu	Verstoring	0	RapportageHR	2	66.6667	0.4355	0.7888
1023282_2018-06-11	6510_hua	Structuur	0	RapportageHR	0	50	0.195	0.8
1023282_2018-06-11	6510_hua	Vegetatie	0	RapportageHR	0	0	-0.95	0.05
1023282_2018-06-11	6510_hua	Verstoring	0	RapportageHR	2	75	0.4392	0.8416
1023282_2018-06-11	6510_huk	Structuur	0	RapportageHR	0	0	-0.7	0.3
1023282_2018-06-11	6510_huk	Vegetatie	0	RapportageHR	0	0	-1	0
1023282_2018-06-11	6510_huk	Verstoring	0	RapportageHR	1	83.3333	0.6485	0.8641
1023282_2018-06-11	6510_hus	Structuur	0	RapportageHR	0	50	0.195	0.8
1023282_2018-06-11	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.9119	0.0881
1023282_2018-06-11	6510_hus	Verstoring	0	RapportageHR	2	66.6667	0.4355	0.7888
103094_2016-09-15	7140_meso	Structuur	0	RapportageHR	0	50	0.0144	0.943
103094_2016-09-15	7140_meso	Vegetatie	0	RapportageHR	0	50	-0.1607	0.625
103094_2016-09-15	7140_meso	Verstoring	0	RapportageHR	1	87.5	0.8708	0.9988
103094_2023-10-12	7140_meso	Structuur	1	RapportageHR	0	100	0.1794	1
103094_2023-10-12	7140_meso	Vegetatie	0	RapportageHR	0	50	-0.0328	0.75
103094_2023-10-12	7140_meso	Verstoring	0	RapportageHR	1	87.5	0.7758	0.9306
10317874_2019-07-04	6410_mo	Structuur	0	RapportageHR	0	0	-1	0
10317874_2019-07-04	6410_mo	Vegetatie	0	RapportageHR	0	0	-1	0
10317874_2019-07-04	6410_mo	Verstoring	0	RapportageHR	1	90	0.7773	0.998
1036446_2017-07-12	6230_hmo	Vegetatie	0	RapportageHR	0	50	-0.116	0.875
1036446_2017-07-12	6230_hmo	Verstoring	1	RapportageHR	0	100	0.7967	1
1037522_2018-07-12	6230_hn	Vegetatie	1	RapportageHR	0	100	0.1961	1
1037522_2018-07-12	6230_hn	Verstoring	1	RapportageHR	0	100	0.9193	1
1040518_2017-06-29	6230_hn	Vegetatie	1	RapportageHR	0	100	0.0657	1
1040518_2017-06-29	6230_hn	Verstoring	1	RapportageHR	0	100	0.7801	1
1052582_2018-05-31	6510_hu	Structuur	0	RapportageHR	0	0	-0.672	0.328
1052582_2018-05-31	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.9119	0.0881
1052582_2018-05-31	6510_hu	Verstoring	1	RapportageHR	0	83.3333	0.775	0.9815
10622226_2018-06-14	6510_hus	Structuur	0	RapportageHR	0	50	0.0708	0.8
10622226_2018-06-14	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.7198	0.2802
10622226_2018-06-14	6510_hus	Verstoring	0	RapportageHR	1	83.3333	0.6839	0.9678
1062514_2020-05-27	6510_hu	Structuur	1	RapportageHR	0	100	0.3898	1
1062514_2020-05-27	6510_hu	Vegetatie	0	RapportageHR	0	50	0.1638	0.7857
1062514_2020-05-27	6510_hu	Verstoring	1	RapportageHR	0	100	0.9581	1
1062930_2016-07-28	6410_mo	Structuur	0	RapportageHR	0	0	-0.703	0.297
1062930_2016-07-28	6410_mo	Vegetatie	1	RapportageHR	0	100	0.1226	1
1062930_2016-07-28	6410_mo	Verstoring	0	RapportageHR	2	80	0.6593	0.9644
1062930_2023-08-03	6410_mo	Structuur	0	RapportageHR	0	0	-0.605	0.395
1062930_2023-08-03	6410_mo	Vegetatie	1	RapportageHR	0	100	0.1274	1
1062930_2023-08-03	6410_mo	Verstoring	0	RapportageHR	1	80	0.6942	0.9681
1068086_2019-05-23	6230_ha	Vegetatie	0	RapportageHR	0	0	-0.825	0.175
1068086_2019-05-23	6230_ha	Verstoring	1	RapportageHR	0	100	0.8786	1
1068793_2020-05-27	6510_hu	Structuur	1	RapportageHR	0	100	0.3764	1
1068793_2020-05-27	6510_hu	Vegetatie	0	RapportageHR	0	0	-1	0
1068793_2020-05-27	6510_hu	Verstoring	1	RapportageHR	0	100	0.7968	1
10717462_2019-05-16	6510_hus	Structuur	0	RapportageHR	0	50	-0.004	0.896
10717462_2019-05-16	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.6425	0.3575
10717462_2019-05-16	6510_hus	Verstoring	0	RapportageHR	1	83.3333	0.6836	0.9762
10766985_2016-06-09	6410_mo	Structuur	0	RapportageHR	0	0	-0.703	0.297
10766985_2016-06-09	6410_mo	Vegetatie	0	RapportageHR	0	0	-0.5515	0.4485
10766985_2016-06-09	6410_mo	Verstoring	0	RapportageHR	3	70	0.6254	0.9576
107830_2018-05-30	7140_meso	Structuur	0	RapportageHR	0	0	-0.45	0.55
107830_2018-05-30	7140_meso	Vegetatie	0	RapportageHR	0	0	-0.7584	0.2416
107830_2018-05-30	7140_meso	Verstoring	0	RapportageHR	1	87.5	0.7787	0.9286
10840262_2019-07-08	6410_mo	Structuur	0	RapportageHR	0	0	-1	0
10840262_2019-07-08	6410_mo	Vegetatie	0	RapportageHR	0	0	-1	0
10840262_2019-07-08	6410_mo	Verstoring	0	RapportageHR	1	90	0.7931	0.97
1085366_2017-07-31	6230_hn	Vegetatie	1	RapportageHR	0	100	0.1264	1
1085366_2017-07-31	6230_hn	Verstoring	1	RapportageHR	0	100	0.9435	1
1087350_2016-09-20	7140_meso	Structuur	0	RapportageHR	0	0	-0.6666	0.3334
1087350_2016-09-20	7140_meso	Vegetatie	0	RapportageHR	0	0	-1	0
1087350_2016-09-20	7140_meso	Verstoring	0	RapportageHR	1	87.5	0.7304	0.9025
1087350_2024-07-15	7140_meso	Structuur	0	RapportageHR	0	50	-0.4286	0.5
1087350_2024-07-15	7140_meso	Vegetatie	0	RapportageHR	0	0	-1	0
1087350_2024-07-15	7140_meso	Verstoring	0	RapportageHR	2	75	0.7099	0.9682
1088302_2024-07-24	7140_oli	Structuur	0	RapportageHR	1	0	-0.3333	0.6667
1088302_2024-07-24	7140_oli	Vegetatie	1	RapportageHR	0	100	0.108	1
1088302_2024-07-24	7140_oli	Verstoring	1	RapportageHR	0	100	0.8567	1
1095890_2018-07-12	6230_ha	Vegetatie	0	RapportageHR	0	50	-0.0959	0.875
1095890_2018-07-12	6230_ha	Verstoring	1	RapportageHR	0	100	0.9072	1
1095890_2018-07-12	6230_hn	Vegetatie	0	RapportageHR	0	50	-0.0959	0.875
1095890_2018-07-12	6230_hn	Verstoring	1	RapportageHR	0	100	0.9072	1
1097222_2018-06-05	6510_hu	Structuur	1	RapportageHR	0	100	0.3063	1
1097222_2018-06-05	6510_hu	Vegetatie	0	RapportageHR	0	0	-1	0
1097222_2018-06-05	6510_hu	Verstoring	0	RapportageHR	1	66.6667	0.4963	0.8744
1107666_2018-06-19	6230_ha	Vegetatie	0	RapportageHR	0	0	-0.6505	0.3495
1107666_2018-06-19	6230_ha	Verstoring	1	RapportageHR	0	100	0.8182	1
11142674_2019-07-03	6410_mo	Structuur	1	RapportageHR	0	100	0.0613	1
11142674_2019-07-03	6410_mo	Vegetatie	0	RapportageHR	0	0	-0.552	0.448
11142674_2019-07-03	6410_mo	Verstoring	0	RapportageHR	2	80	0.5568	0.9849
1115122_2016-08-25	6230_hn	Vegetatie	1	RapportageHR	0	100	0.1928	1
1115122_2016-08-25	6230_hn	Verstoring	0	RapportageHR	1	85.7143	0.6838	0.9712
1117877_2015-08-20	1330_hpr	Structuur	1	RapportageHR	0	100	0.9928	1
1117877_2015-08-20	1330_hpr	Vegetatie	1	RapportageHR	0	100	0.005	1
1117877_2015-08-20	1330_hpr	Verstoring	1	RapportageHR	0	100	0.5114	1
1117877_2022-09-20	1330_hpr	Structuur	1	RapportageHR	0	100	0.9857	1
1117877_2022-09-20	1330_hpr	Vegetatie	1	RapportageHR	0	100	0.4784	1
1117877_2022-09-20	1330_hpr	Verstoring	1	RapportageHR	0	100	0.9435	1
1119506_2016-06-14	6510_hus	Structuur	0	RapportageHR	0	50	-0.04	0.9
1119506_2016-06-14	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.7745	0.2255
1119506_2016-06-14	6510_hus	Verstoring	0	RapportageHR	1	83.3333	0.6163	0.9229
1119506_2023-06-06	6510_hu	Structuur	0	RapportageHR	0	0	-0.7464	0.2537
1119506_2023-06-06	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.9119	0.0881
1119506_2023-06-06	6510_hu	Verstoring	0	RapportageHR	1	83.3333	0.6333	0.8548
11228210_2019-06-19	6410_mo	Structuur	0	RapportageHR	0	0	-0.9	0.1
11228210_2019-06-19	6410_mo	Vegetatie	0	RapportageHR	0	0	-1	0
11228210_2019-06-19	6410_mo	Verstoring	0	RapportageHR	2	80	0.7134	0.9636
1132201_2017-07-10	7140_meso	Structuur	0	RapportageHR	0	50	0.1198	0.9381
1132201_2017-07-10	7140_meso	Vegetatie	0	RapportageHR	0	0	-0.675	0.325
1132201_2017-07-10	7140_meso	Verstoring	0	RapportageHR	2	75	0.5687	0.9047
1132201_2024-06-26	7140_meso	Structuur	0	RapportageHR	0	0	-0.4005	0.5995
1132201_2024-06-26	7140_meso	Vegetatie	0	RapportageHR	0	0	-0.8084	0.1916
1132201_2024-06-26	7140_meso	Verstoring	0	RapportageHR	1	87.5	0.7462	0.9117
1132838_2018-05-23	6510_hu	Structuur	0	RapportageHR	0	50	-0.0952	0.9
1132838_2018-05-23	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.8619	0.1381
1132838_2018-05-23	6510_hu	Verstoring	1	RapportageHR	0	100	0.942	1
11343122_2020-05-26	6510_hus	Structuur	0	RapportageHR	0	50	-0.0371	0.9
11343122_2020-05-26	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.824	0.176
11343122_2020-05-26	6510_hus	Verstoring	0	RapportageHR	2	66.6667	0.528	0.8849
1135826_2018-07-12	6230_hn	Vegetatie	1	RapportageHR	0	100	0.2338	1
1135826_2018-07-12	6230_hn	Verstoring	1	RapportageHR	0	100	0.9828	1
11394098_2019-07-05	6410_mo	Structuur	0	RapportageHR	0	0	-1	0
11394098_2019-07-05	6410_mo	Vegetatie	0	RapportageHR	0	0	-1	0
11394098_2019-07-05	6410_mo	Verstoring	0	RapportageHR	1	80	0.6262	0.9898
1140434_2017-07-04	7140_meso	Structuur	0	RapportageHR	0	50	-0.2339	0.6975
1140434_2017-07-04	7140_meso	Vegetatie	0	RapportageHR	0	0	-1	0
1140434_2017-07-04	7140_meso	Verstoring	1	RapportageHR	0	100	0.971	1
11466886_2019-07-08	6410_mo	Structuur	0	RapportageHR	0	0	-0.9	0.1
11466886_2019-07-08	6410_mo	Vegetatie	0	RapportageHR	0	0	-0.85	0.15
11466886_2019-07-08	6410_mo	Verstoring	0	RapportageHR	1	80	0.6841	0.9869
1150886_2016-07-19	6230_hmo	Vegetatie	0	RapportageHR	0	0	-0.601	0.399
1150886_2016-07-19	6230_hmo	Verstoring	0	RapportageHR	1	88.8889	0.7152	0.9333
1150886_2023-06-28	6230_hmo	Vegetatie	0	RapportageHR	0	50	-0.0062	0.875
1150886_2023-06-28	6230_hmo	Verstoring	1	RapportageHR	0	100	0.7089	1
1152657_2014-05-30	6510_huk	Structuur	0	RapportageHR	0	0	-0.4	0.6
1152657_2014-05-30	6510_huk	Vegetatie	0	RapportageHR	0	0	-0.8334	0.1667
1152657_2014-05-30	6510_huk	Verstoring	0	RapportageHR	1	83.3333	0.774	0.9573
1152657_2022-05-31	6510_hua	Structuur	1	RapportageHR	0	100	0.1106	1
1152657_2022-05-31	6510_hua	Vegetatie	0	RapportageHR	0	0	-0.3236	0.6764
1152657_2022-05-31	6510_hua	Verstoring	1	RapportageHR	0	100	0.8467	1
1156230_2015-06-09	6410_mo	Structuur	1	RapportageHR	0	100	0.0074	1
1156230_2015-06-09	6410_mo	Vegetatie	1	RapportageHR	0	100	0.0137	1
1156230_2015-06-09	6410_mo	Verstoring	0	RapportageHR	2	80	0.6475	0.9306
1156230_2022-06-24	6410_mo	Structuur	0	RapportageHR	0	0	-0.1276	0.8724
1156230_2022-06-24	6410_mo	Vegetatie	1	RapportageHR	0	100	0.195	1
1156230_2022-06-24	6410_mo	Verstoring	0	RapportageHR	1	90	0.6854	0.998
1163750_2018-05-25	6510_hu	Structuur	1	RapportageHR	0	100	0.4336	1
1163750_2018-05-25	6510_hu	Vegetatie	0	RapportageHR	0	0	-1	0
1163750_2018-05-25	6510_hu	Verstoring	0	RapportageHR	2	66.6667	0.6223	0.9667
116950_2016-09-06	6230_ha	Vegetatie	0	RapportageHR	0	0	-0.675	0.325
116950_2016-09-06	6230_ha	Verstoring	1	RapportageHR	0	100	0.9042	1
116950_2023-07-16	6230_ha	Vegetatie	0	RapportageHR	0	0	-0.601	0.399
116950_2023-07-16	6230_ha	Verstoring	0	RapportageHR	1	85.7143	0.7944	0.942
1175794_2018-06-11	6510_hu	Structuur	0	RapportageHR	0	50	-0.0086	0.9
1175794_2018-06-11	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.7198	0.2802
1175794_2018-06-11	6510_hu	Verstoring	1	RapportageHR	0	83.3333	0.6029	0.9259
1177233_2022-06-20	6510_hua	Structuur	0	RapportageHR	0	50	0.0901	0.99
1177233_2022-06-20	6510_hua	Vegetatie	0	RapportageHR	0	0	-0.95	0.05
1177233_2022-06-20	6510_hua	Verstoring	0	RapportageHR	2	75	0.6371	0.9079
118441_2016-06-13	6510_hu	Structuur	0	RapportageHR	0	50	0.2157	0.9
118441_2016-06-13	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.8952	0.1048
118441_2016-06-13	6510_hu	Verstoring	0	RapportageHR	2	66.6667	0.4185	0.8406
118441_2022-06-09	6510_hu	Structuur	1	RapportageHR	0	100	0.3568	1
118441_2022-06-09	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.9119	0.0881
118441_2022-06-09	6510_hu	Verstoring	0	RapportageHR	2	50	0.3366	0.9357
1185042_2020-05-18	6510_hu	Structuur	1	RapportageHR	0	100	0.4045	1
1185042_2020-05-18	6510_hu	Vegetatie	0	RapportageHR	0	0	-1	0
1185042_2020-05-18	6510_hu	Verstoring	0	RapportageHR	2	66.6667	0.6112	0.9614
1201345_2018-06-13	6510_hu	Structuur	0	RapportageHR	0	50	0.3402	0.98
1201345_2018-06-13	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.6278	0.3722
1201345_2018-06-13	6510_hu	Verstoring	0	RapportageHR	1	83.3333	0.7888	0.9871
1212382_2018-06-27	6230_hn	Vegetatie	0	RapportageHR	0	50	-0.246	0.75
1212382_2018-06-27	6230_hn	Verstoring	1	RapportageHR	0	100	0.8705	1
1216422_2016-07-19	6230_hmo	Vegetatie	0	RapportageHR	0	50	-0.1041	0.875
1216422_2016-07-19	6230_hmo	Verstoring	1	RapportageHR	0	100	0.9342	1
1216422_2024-06-26	6230_hmo	Vegetatie	0	RapportageHR	0	50	-0.245	0.75
1216422_2024-06-26	6230_hmo	Verstoring	1	RapportageHR	0	88.8889	0.7757	0.9877
1217746_2018-07-12	6230_hn	Vegetatie	1	RapportageHR	0	100	0.0688	1
1217746_2018-07-12	6230_hn	Verstoring	0	RapportageHR	1	85.7143	0.8267	0.9703
12229422_2019-08-01	6410_mo	Structuur	1	RapportageHR	0	100	0.2222	1
12229422_2019-08-01	6410_mo	Vegetatie	0	RapportageHR	0	0	-0.9	0.1
12229422_2019-08-01	6410_mo	Verstoring	0	RapportageHR	1	90	0.8096	0.9693
122549_2022-07-31	1330_hpr	Structuur	1	RapportageHR	0	100	0.9928	1
122549_2022-07-31	1330_hpr	Vegetatie	1	RapportageHR	0	100	0.2172	1
122549_2022-07-31	1330_hpr	Verstoring	1	RapportageHR	0	100	0.6688	1
1227910_2018-05-30	6510_hu	Structuur	0	RapportageHR	0	50	0.2316	0.9
1227910_2018-05-30	6510_hu	Vegetatie	0	RapportageHR	0	0	-1	0
1227910_2018-05-30	6510_hu	Verstoring	1	RapportageHR	0	100	0.7489	1
12457234_2020-05-18	6510_hus	Structuur	0	RapportageHR	0	50	0.1573	0.8
12457234_2020-05-18	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.7037	0.2963
12457234_2020-05-18	6510_hus	Verstoring	1	RapportageHR	0	100	0.9287	1
1249582_2018-06-13	6230_ha	Vegetatie	1	RapportageHR	0	100	0.0304	1
1249582_2018-06-13	6230_ha	Verstoring	1	RapportageHR	0	85.7143	0.6532	0.8571
1254486_2018-06-27	6230_hmo	Vegetatie	0	RapportageHR	0	50	0.0483	0.875
1254486_2018-06-27	6230_hmo	Verstoring	1	RapportageHR	0	100	0.9673	1
1255122_2018-06-19	6230_ha	Vegetatie	0	RapportageHR	0	50	-0.0119	0.9881
1255122_2018-06-19	6230_ha	Verstoring	1	RapportageHR	0	85.7143	0.5793	0.9968
1258422_2018-07-10	7140_meso	Structuur	1	RapportageHR	0	100	0.4229	1
1258422_2018-07-10	7140_meso	Vegetatie	0	RapportageHR	0	0	-0.5755	0.4245
1258422_2018-07-10	7140_meso	Verstoring	1	RapportageHR	0	100	0.9749	1
1260481_2018-06-08	6510_hu	Structuur	1	RapportageHR	0	100	0.1822	1
1260481_2018-06-08	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.8075	0.1925
1260481_2018-06-08	6510_hu	Verstoring	0	RapportageHR	1	83.3333	0.7059	0.9934
1266738_2018-06-11	6510_hu	Structuur	0	RapportageHR	0	50	0.2167	0.8
1266738_2018-06-11	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.9119	0.0881
1266738_2018-06-11	6510_hu	Verstoring	0	RapportageHR	1	83.3333	0.6702	0.9026
1269030_2016-06-21	6510_huk	Structuur	0	RapportageHR	0	50	-0.5	0.5
1269030_2016-06-21	6510_huk	Vegetatie	0	RapportageHR	0	0	-1	0
1269030_2016-06-21	6510_huk	Verstoring	0	RapportageHR	1	83.3333	0.4698	0.9138
1269458_2018-06-19	6230_ha	Vegetatie	0	RapportageHR	0	0	-0.825	0.175
1269458_2018-06-19	6230_ha	Verstoring	0	RapportageHR	1	85.7143	0.7774	0.9915
1271122_2018-06-18	6510_hu	Structuur	1	RapportageHR	0	100	0.1842	1
1271122_2018-06-18	6510_hu	Vegetatie	0	RapportageHR	0	0	-1	0
1271122_2018-06-18	6510_hu	Verstoring	0	RapportageHR	1	83.3333	0.7167	0.9692
127218_2014-05-19	6510_hu	Structuur	1	RapportageHR	0	100	0.2425	1
127218_2014-05-19	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.7095	0.2905
127218_2014-05-19	6510_hu	Verstoring	1	RapportageHR	0	83.3333	0.6196	0.9444
127218_2020-05-15	6510_hu	Structuur	1	RapportageHR	0	100	0.3462	1
127218_2020-05-15	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.6872	0.3128
127218_2020-05-15	6510_hu	Verstoring	1	RapportageHR	0	66.6667	0.4849	0.9259
127218_2020-05-15	6510_hua	Structuur	1	RapportageHR	0	100	0.3462	1
127218_2020-05-15	6510_hua	Vegetatie	0	RapportageHR	0	0	-0.95	0.05
127218_2020-05-15	6510_hua	Verstoring	1	RapportageHR	0	75	0.4887	0.9444
127218_2020-05-15	6510_huk	Structuur	0	RapportageHR	0	50	-0.3	0.5
127218_2020-05-15	6510_huk	Vegetatie	0	RapportageHR	0	0	-1	0
127218_2020-05-15	6510_huk	Verstoring	1	RapportageHR	0	66.6667	0.4849	0.9259
127218_2020-05-15	6510_hus	Structuur	1	RapportageHR	0	100	0.3462	1
127218_2020-05-15	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.6872	0.3128
127218_2020-05-15	6510_hus	Verstoring	1	RapportageHR	0	66.6667	0.4849	0.9259
1274549_2024-07-17	1330_hpr	Structuur	0	RapportageHR	1	50	-0.0071	0.5
1274549_2024-07-17	1330_hpr	Vegetatie	0	RapportageHR	0	50	-0.2122	0.6628
1274549_2024-07-17	1330_hpr	Verstoring	1	RapportageHR	0	100	0.5942	1
1280278_2014-05-27	6510_hus	Structuur	1	RapportageHR	0	100	0.4322	1
1280278_2014-05-27	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.8952	0.1048
1280278_2014-05-27	6510_hus	Verstoring	0	RapportageHR	2	66.6667	0.5102	0.9102
1280278_2022-05-24	6510_hus	Structuur	0	RapportageHR	0	50	0.1704	0.8
1280278_2022-05-24	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.7745	0.2255
1280278_2022-05-24	6510_hus	Verstoring	0	RapportageHR	2	66.6667	0.397	0.8053
1286278_2015-06-25	6410_mo	Structuur	0	RapportageHR	0	0	-0.9	0.1
1286278_2015-06-25	6410_mo	Vegetatie	0	RapportageHR	0	0	-0.85	0.15
1286278_2015-06-25	6410_mo	Verstoring	1	RapportageHR	0	100	0.7372	1
1286278_2022-07-04	6410_mo	Structuur	0	RapportageHR	0	0	-0.801	0.199
1286278_2022-07-04	6410_mo	Vegetatie	0	RapportageHR	0	0	-0.85	0.15
1286278_2022-07-04	6410_mo	Verstoring	0	RapportageHR	1	90	0.6777	0.9396
128657_2022-06-20	6510_hua	Structuur	1	RapportageHR	0	100	0.3647	1
128657_2022-06-20	6510_hua	Vegetatie	0	RapportageHR	0	0	-0.95	0.05
128657_2022-06-20	6510_hua	Verstoring	0	RapportageHR	1	87.5	0.7167	0.9844
1300962_2018-06-20	6510_hu	Structuur	0	RapportageHR	0	50	0.191	0.991
1300962_2018-06-20	6510_hu	Vegetatie	0	RapportageHR	0	0	-0.824	0.176
1300962_2018-06-20	6510_hu	Verstoring	1	RapportageHR	0	100	0.7904	1
1305334_2021-08-19	6410_mo	Structuur	0	RapportageHR	0	0	-0.703	0.297
1305334_2021-08-19	6410_mo	Vegetatie	0	RapportageHR	0	50	0.0733	0.9
1305334_2021-08-19	6410_mo	Verstoring	1	RapportageHR	0	100	0.8278	1
1322614_2018-07-05	7140_meso	Structuur	0	RapportageHR	0	50	-0.0857	0.7
1322614_2018-07-05	7140_meso	Vegetatie	0	RapportageHR	0	0	-0.5755	0.4245
1322614_2018-07-05	7140_meso	Verstoring	1	RapportageHR	0	100	0.9052	1
1328710_2018-06-06	6510_hu	Structuur	0	RapportageHR	0	50	0.2484	0.9
1328710_2018-06-06	6510_hu	Vegetatie	0	RapportageHR	0	0	-1	0
1328710_2018-06-06	6510_hu	Verstoring	0	RapportageHR	2	66.6667	0.5143	0.8476
1346134_2016-08-24	6410_mo	Structuur	0	RapportageHR	0	0	-0.9	0.1
1346134_2016-08-24	6410_mo	Vegetatie	0	RapportageHR	0	0	-0.7005	0.2995
1346134_2016-08-24	6410_mo	Verstoring	0	RapportageHR	1	90	0.7271	0.9638
1348277_2017-09-29	1330_hpr	Structuur	1	RapportageHR	0	100	1	1
1348277_2017-09-29	1330_hpr	Vegetatie	0	RapportageHR	0	0	-0.6834	0.3166
1348277_2017-09-29	1330_hpr	Verstoring	0	RapportageHR	1	50	0.0521	0.5521
1348277_2024-07-17	1330_hpr	Structuur	0	RapportageHR	1	50	-0.0071	0.5
1348277_2024-07-17	1330_hpr	Vegetatie	1	RapportageHR	0	100	0.485	1
1348277_2024-07-17	1330_hpr	Verstoring	1	RapportageHR	0	100	0.9564	1
1355014_2018-06-06	6510_hu	Structuur	1	RapportageHR	0	100	0.2573	1
1355014_2018-06-06	6510_hu	Vegetatie	0	RapportageHR	0	0	-1	0
1355014_2018-06-06	6510_hu	Verstoring	0	RapportageHR	1	83.3333	0.736	0.9852
1359838_2018-06-27	6230_hn	Vegetatie	0	RapportageHR	0	50	0.0015	0.875
1359838_2018-06-27	6230_hn	Verstoring	1	RapportageHR	0	100	0.98	1
136466_2016-06-15	6510_hus	Structuur	0	RapportageHR	0	0	-0.2666	0.7333
136466_2016-06-15	6510_hus	Vegetatie	0	RapportageHR	0	0	-0.7037	0.2963
136466_2016-06-15	6510_hus	Verstoring	0	RapportageHR	1	83.3333	0.6811	0.9
136466_2023-06-06	6510_hu	Structuur	0	RapportageHR	0	0	-0.7333	0.2666
