id	date	point_code	x	y	in_sac	habitattype	habitatsubtype	lsvi	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	doelbereik_mean_ind
5330_2022-10-07	19272	5330_1	218781.53	197454.14	1	2310	24	gunstig	RapportageHR	0	87.5	0.55	0.95
213942_2022-10-13	19278	213942_1	215965.66	200270.19	1	2310	24	gunstig	RapportageHR	0	75	0.4071	0.825
33718_2022-10-13	19278	33718_2	215229.8	201039.35	1	2310	24	gunstig	RapportageHR	0	75	0.4236	0.9361
361398_2022-10-13	19278	361398_1	215005.53	201038.1	1	2310	24	gunstig	RapportageHR	0	75	0.3674	0.825
373470_2023-06-15	19523	373470_1	154717.61	231406.12	1	2310	24	ongunstig	RapportageHR	1	75	0.3362	0.868
55058_2023-07-06	19544	55058_1	218973.58	202734.15	0	2310	24	ongunstig	RapportageHR	1	37.5	0.0055	0.7278
20086_2023-09-13	19613	20086_1	212797.62	210222.11	0	2310	24	gunstig	RapportageHR	0	87.5	0.5357	0.905
76406_2023-09-13	19613	76406_1	214941.58	207342.09	0	2310	24	ongunstig	RapportageHR	2	62.5	0.1764	0.743
66006_2023-09-20	19620	66006_1	177725.61	217902.14	1	2310	24	gunstig	RapportageHR	0	62.5	0.4275	0.825
100626_2024-06-19	19893	100626_1	223005.6	217006.1	1	2310	24	gunstig	RapportageHR	0	75	0.1771	0.825
127710_2024-06-19	19893	127710_1	153981.53	232814.14	1	2310	24	ongunstig	RapportageHR	1	62.5	0.1	0.7
291550_2024-06-19	19893	291550_1	154493.6	232910.1	1	2310	24	ongunstig	RapportageHR	1	62.5	0.2347	0.8139
297234_2024-06-19	19893	297234_2	223061.83	217416.64	1	2310	24	ongunstig	RapportageHR	2	50	-0.1187	0.5312
242398_2024-06-20	19894	242398_1	154621.57	231118.11	1	2310	24	gunstig	RapportageHR	0	75	0.4807	0.875
279146_2024-06-20	19894	279146_1	230333.6	220206.1	1	2310	24	gunstig	RapportageHR	0	100	0.4424	1
225334_2024-06-24	19898	225334_1	194429.59	192526.11	1	2310	24	ongunstig	RapportageHR	1	62.5	0.1765	0.7118
156382_2024-06-25	19899	156382_1	155165.64	231022.09	1	2310	24	ongunstig	RapportageHR	2	75	0.2375	0.875
240466_2024-07-01	19905	240466_1	237181.54	195214.11	1	2310	24	ongunstig	RapportageHR	3	25	-0.32	0.5738
39762_2024-07-01	19905	39762_1	237021.6	195182.1	1	2310	24	ongunstig	RapportageHR	1	62.5	0.1717	0.7583
116434_2024-07-05	19909	116434_1	225885.56	189166.18	1	2310	24	ongunstig	RapportageHR	2	62.5	0.1467	0.7583
158002_2024-07-09	19913	158002_1	225661.55	182094.11	1	2310	24	ongunstig	RapportageHR	2	50	-0.0282	0.6523
287094_2024-07-10	19914	287094_1	212541.59	210542.11	0	2310	24	gunstig	RapportageHR	0	62.5	0.201	0.626
29406_2014-08-21	16303	29406_1	154397.52	232526.16	1	2330	26	ongunstig	RapportageHR	2	50	0.012	0.6694
236370_2014-08-27	16309	236370_1	236637.6	195854.1	1	2330	26	ongunstig	RapportageHR	2	50	-0.1026	0.5298
445266_2014-08-27	16309	445266_1	236797.6	196078.1	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.2556	0.6667
43858_2014-08-28	16310	43858_1	237149.59	195662.16	1	2330	26	ongunstig	RapportageHR	2	33.3333	0.0133	0.7032
33718_2014-09-02	16315	33718_2	215229.8	201039.35	1	2330	26	ongunstig	RapportageHR	1	50	0.1602	0.7222
361398_2014-09-02	16315	361398_1	215005.53	201038.1	1	2330	26	ongunstig	RapportageHR	1	50	0.1324	0.6759
295862_2014-09-03	16316	295862_1	215133.64	200878.12	1	2330	26	ongunstig	RapportageHR	3	33.3333	-0.2012	0.4822
213942_2014-09-05	16318	213942_1	215965.66	200270.19	1	2330	26	ongunstig	RapportageHR	2	33.3333	-0.1193	0.6094
226230_2014-09-08	16321	226230_1	216829.55	199726.2	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.2384	0.756
177078_2014-09-10	16323	177078_1	218205.7	199470.12	1	2330	26	ongunstig	RapportageHR	2	50	-0.0258	0.7103
55058_2014-09-11	16324	55058_1	218973.58	202734.15	0	2330	26	ongunstig	RapportageHR	2	33.3333	-0.1333	0.5417
431314_2014-09-17	16330	431314_1	219549.55	196174.07	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.3115	0.8393
21714_2014-09-19	16332	21714_1	219997.65	196526.18	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.3352	0.6917
225910_2014-09-23	16336	225910_1	218237.62	204046.13	1	2330	26	ongunstig	RapportageHR	2	50	0.1726	0.6893
386422_2014-09-23	16336	386422_1	214333.62	216334.14	1	2330	26	ongunstig	RapportageHR	1	50	0.0935	0.6268
91510_2015-09-09	16687	91510_1	214045.6	215502.18	1	2330	26	ongunstig	RapportageHR	3	33.3333	-0.2487	0.5421
1003230_2016-09-15	17059	1003230_1	155389.62	230350.08	1	2330	26	ongunstig	RapportageHR	1	50	0.1361	0.8454
963294_2016-09-19	17063	963294_1	154685.55	231374.1	1	2330	26	ongunstig	RapportageHR	2	50	0.1361	0.7407
714230_2016-09-28	17072	714230_1	196381.64	204110.11	1	2330	26	ongunstig	RapportageHR	2	33.3333	-0.1824	0.5509
583030_2016-09-29	17073	583030_1	213981.62	216174.02	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.3067	0.6833
648566_2016-09-29	17073	648566_1	214301.63	216270.18	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.3028	0.6667
877942_2016-09-30	17074	877942_2	214112.19	215054.28	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.2583	0.75
1110750_2016-10-03	17077	1110750_1	153949.58	232078.18	1	2330	26	ongunstig	RapportageHR	2	50	-0.0315	0.5694
602846_2016-10-03	17077	602846_1	153885.54	231758.16	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.2259	0.8988
1076854_2016-10-04	17078	1076854_1	211965.95	208174.51	1	2330	26	ongunstig	RapportageHR	2	33.3333	-0.0644	0.6171
503414_2016-10-05	17079	503414_1	210749.59	208174.13	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.2112	0.8155
656246_2016-10-05	17079	656246_2	210402.13	208224.88	1	2330	26	ongunstig	RapportageHR	1	50	0.0259	0.6268
884342_2016-10-05	17079	884342_1	210621.69	208590.34	1	2330	26	ongunstig	RapportageHR	1	50	0.0278	0.6111
714198_2016-10-14	17088	714198_1	185789.55	211054.09	1	2330	26	ongunstig	RapportageHR	1	50	-0.0278	0.7454
821462_2016-10-21	17095	821462_1	177565.58	218478.2	1	2330	26	gunstig	RapportageHR	0	66.6667	0.3972	0.913
1501490_2017-06-29	17346	1501490_1	225917.66	182830.17	1	2330	26	ongunstig	RapportageHR	2	50	-0.0543	0.5381
526898_2017-06-30	17347	526898_1	228477.69	183694.12	0	2330	26	gunstig	RapportageHR	0	66.6667	0.2417	0.7778
1250770_2017-07-06	17353	1250770_1	231581.62	189934.03	1	2330	26	gunstig	RapportageHR	0	83.3333	0.4259	0.9167
1775058_2017-07-06	17353	1775058_1	231709.65	190350.06	1	2330	26	ongunstig	RapportageHR	2	50	-0.057	0.6587
170834_2017-07-07	17354	170834_1	236541.56	195982.16	0	2330	26	gunstig	RapportageHR	0	83.3333	0.1926	0.8333
1743698_2017-07-07	17354	1743698_1	236253.6	195758.1	1	2330	26	ongunstig	RapportageHR	1	50	-0.038	0.787
1092434_2017-07-10	17357	1092434_1	237245.64	195662.08	1	2330	26	ongunstig	RapportageHR	1	50	-0.0269	0.7268
1284946_2017-07-13	17360	1284946_1	236797.57	196014.16	1	2330	26	ongunstig	RapportageHR	1	50	-0.0762	0.7599
1547090_2017-07-13	17360	1547090_1	236829.58	196014.05	1	2330	26	ongunstig	RapportageHR	1	50	-0.0352	0.7685
1303926_2017-07-14	17361	1303926_1	214493.6	215726.1	1	2330	26	ongunstig	RapportageHR	2	50	0.05	0.5833
742610_2017-07-17	17364	742610_1	220637.57	196718.17	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.2152	0.8393
808146_2017-07-17	17364	808146_1	219837.54	196270.12	1	2330	26	gunstig	RapportageHR	0	83.3333	0.2982	0.9167
1085366_2017-07-20	17367	1085366_1	217213.63	197710.37	1	2330	26	ongunstig	RapportageHR	2	50	-0.057	0.5893
659382_2017-07-20	17367	659382_1	218461.54	197614.18	1	2330	26	gunstig	RapportageHR	0	83.3333	0.3826	0.8333
1140086_2017-07-25	17372	1140086_1	214173.6	215470.1	1	2330	26	ongunstig	RapportageHR	2	50	-0.0562	0.5548
1172854_2017-07-25	17372	1172854_1	214173.83	216173.81	1	2330	26	gunstig	RapportageHR	0	83.3333	0.4834	0.8333
1631606_2017-07-25	17372	1631606_1	213981.63	216109.82	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.3141	0.675
1402230_2017-07-26	17373	1402230_2	214332.8	215402.03	1	2330	26	ongunstig	RapportageHR	1	50	0.1982	0.7287
1500534_2017-07-26	17373	1500534_1	213981.48	215694.3	1	2330	26	ongunstig	RapportageHR	2	50	-0.0589	0.5893
1566070_2017-07-26	17373	1566070_1	214301.6	215822.1	1	2330	26	ongunstig	RapportageHR	1	50	0.0778	0.6528
1313142_2017-07-27	17374	1313142_1	214717.6	215886.1	1	2330	26	gunstig	RapportageHR	0	66.6667	0.1908	0.8278
1043410_2017-07-28	17375	1043410_1	229821.6	195374.08	1	2330	26	ongunstig	RapportageHR	2	50	-0.1796	0.5232
1065910_2017-07-31	17378	1065910_1	215965.6	200973.85	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.3106	0.8393
1407698_2017-08-03	17381	1407698_1	222269.62	188398.17	1	2330	26	gunstig	RapportageHR	0	66.6667	0.2352	0.8982
1213150_2017-08-14	17392	1213150_1	154493.63	233742.16	1	2330	26	gunstig	RapportageHR	0	66.6667	0.2991	0.8278
1762774_2017-08-17	17395	1762774_1	185661.64	211054.06	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.125	0.7361
324318_2017-08-18	17396	324318_1	153853.56	231918.09	1	2330	26	ongunstig	RapportageHR	3	33.3333	-0.1598	0.5754
1635038_2017-08-21	17399	1635038_1	153981.65	232238.15	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.1004	0.756
1328054_2017-08-22	17400	1328054_1	215613.66	200878.19	1	2330	26	gunstig	RapportageHR	0	66.6667	0.0972	0.8018
1606582_2017-08-22	17400	1606582_1	215485.55	200878.17	1	2330	26	ongunstig	RapportageHR	1	50	-0.0364	0.7599
558006_2017-08-23	17401	558006_1	215549.54	200782.14	1	2330	26	gunstig	RapportageHR	0	83.3333	0.4454	0.9167
934838_2017-08-23	17401	934838_1	216157.54	200846.07	1	2330	26	gunstig	RapportageHR	0	83.3333	0.5676	0.9167
1196982_2017-08-24	17402	1196982_1	216317.52	201006.12	1	2330	26	gunstig	RapportageHR	0	66.6667	0.1815	0.8241
1131446_2017-08-25	17403	1131446_1	216221.52	200590.08	1	2330	26	ongunstig	RapportageHR	1	50	-0.0753	0.747
803766_2017-08-25	17403	803766_1	215965.69	200686.18	1	2330	26	ongunstig	RapportageHR	1	50	0.0664	0.7914
1786806_2017-08-28	17406	1786806_1	215805.53	200334.18	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.2515	0.8393
1053622_2017-08-29	17407	1053622_1	216285.58	200046.16	1	2330	26	ongunstig	RapportageHR	2	50	-0.0825	0.5464
738230_2017-08-29	17407	738230_1	215741.53	200174.12	1	2330	26	ongunstig	RapportageHR	2	50	0.1319	0.6976
345014_2017-08-30	17408	345014_1	216381.64	200270.09	1	2330	26	ongunstig	RapportageHR	2	50	-0.0119	0.5381
750518_2017-08-30	17408	750518_1	216605.64	200110.13	1	2330	26	ongunstig	RapportageHR	2	50	0.0599	0.6988
1708982_2017-08-31	17409	1708982_1	216349.64	199630.11	1	2330	26	ongunstig	RapportageHR	3	33.3333	-0.2286	0.4381
1422046_2017-09-05	17414	1422046_1	154685.54	231630.07	1	2330	26	gunstig	RapportageHR	0	83.3333	0.4037	0.8333
1454814_2017-09-06	17415	1454814_1	153309.56	231470.14	1	2330	26	ongunstig	RapportageHR	2	50	0	0.5778
392342_2017-09-08	17417	392342_1	168445.6	205454.1	0	2330	26	gunstig	RapportageHR	0	66.6667	0.0731	0.8018
1566166_2017-10-17	17456	1566166_1	185853.53	210766.15	1	2330	26	ongunstig	RapportageHR	2	33.3333	-0.2151	0.7655
1274486_2018-07-19	17731	1274486_1	218301.68	204174.12	1	2330	26	ongunstig	RapportageHR	4	16.6667	-0.3958	0.4409
808722_2018-07-19	17731	808722_1	218653.63	204238.04	1	2330	26	ongunstig	RapportageHR	2	33.3333	-0.153	0.6377
1536630_2018-07-20	17732	1536630_1	218333.62	203854.23	1	2330	26	ongunstig	RapportageHR	1	50	-0.1028	0.6324
750198_2018-07-20	17732	750198_1	218429.51	203950.08	1	2330	26	ongunstig	RapportageHR	2	33.3333	-0.0759	0.6741
1471094_2018-07-23	17735	1471094_1	218333.55	203438.11	1	2330	26	ongunstig	RapportageHR	1	66.6667	0.2599	0.8155
1558738_2018-07-24	17736	1558738_1	219581.65	200526.05	1	2330	26	ongunstig	RapportageHR	2	50	0.2627	0.8321
317202_2018-07-24	17736	317202_1	218845.68	202926.15	0	2330	26	ongunstig	RapportageHR	1	80	0.5856	0.84
