versie	schaal	periode	type_resultaat	habitattype	sbzh	habitatsubtype	n_obs	parameter	mean	llci_0.95	ulci_0.95	klasse	periode_ref	jaar_min	jaar_max	verschil_jaar
Versie 3	Vlaanderen	c_2	Habitatsubtype	2330	Binnen & Buiten	2330_bu	18	verschil_aandeel_gunstig_abs	3.04	-31.94	34.68	10	c_1	2014	2024	7.9
Versie 3	Vlaanderen	c_2	Habitatsubtype	2330	Binnen & Buiten	2330_bu	18	verschil_aandeel_gunstig_rel	208.34	-87.87	1511.71	10	c_1	2014	2024	7.9
Versie 3	Vlaanderen	c_2	Habitattype	2330	Binnen & Buiten	2330_bu;2330_dw	20	aandeel_gunstig	12.37	1.47	39.14	NA	NA	2022	2024	NA
Versie 3	Vlaanderen	c_2	Habitattype	2330	Binnen & Buiten	2330_bu;2330_dw	20	verschil_aandeel_gunstig_abs	2.43	-25.56	31.54	10	c_1	2014	2024	7.7
Versie 3	Vlaanderen	c_2	Habitattype	2330	Binnen & Buiten	2330_bu;2330_dw	20	verschil_aandeel_gunstig_rel	214.98	-87.27	1596.42	10	c_1	2014	2024	7.7
Versie 3	Vlaanderen	c_2	SBZH	2330	Binnen	2330_bu;2330_dw	17	aandeel_gunstig	17.14	2.28	50.24	NA	NA	2022	2024	NA
Versie 3	Vlaanderen	c_2	SBZH	2330	Binnen	2330_bu;2330_dw	17	verschil_aandeel_gunstig_abs	16.72	2.09	50.24	2	c_1	2014	2024	7.8
Versie 3	Vlaanderen	c_2	SBZH	2330	Binnen	2330_bu;2330_dw	17	verschil_aandeel_gunstig_rel	NA	NA	NA	1	c_1	2014	2024	7.8
Versie 3	Vlaanderen	c_2	Habitattype	4010	Binnen & Buiten	NA	25	aandeel_gunstig	26.66	11.26	45.19	NA	NA	2019	2024	NA
Versie 3	Vlaanderen	c_2	Habitattype	4010	Binnen & Buiten	NA	25	verschil_aandeel_gunstig_abs	4	-20.89	27.7	10	c_1	2014	2024	6.4
Versie 3	Vlaanderen	c_2	Habitattype	4010	Binnen & Buiten	NA	25	verschil_aandeel_gunstig_rel	36.54	-56.07	247.15	10	c_1	2014	2024	6.4
Versie 3	Vlaanderen	c_2	SBZH	4010	Binnen	NA	25	aandeel_gunstig	26.88	11.09	45.53	NA	NA	2019	2024	NA
Versie 3	Vlaanderen	c_2	SBZH	4010	Binnen	NA	25	verschil_aandeel_gunstig_abs	4.19	-19.63	27.03	10	c_1	2014	2024	6.4
Versie 3	Vlaanderen	c_2	SBZH	4010	Binnen	NA	25	verschil_aandeel_gunstig_rel	36.9	-53.96	241.47	10	c_1	2014	2024	6.4
Versie 3	Vlaanderen	c_2	Habitattype	4030	Binnen & Buiten	NA	34	aandeel_gunstig	56.83	35.04	76.38	NA	NA	2019	2024	NA
Versie 3	Vlaanderen	c_2	Habitattype	4030	Binnen & Buiten	NA	34	verschil_aandeel_gunstig_abs	8.83	-22.08	38.2	10	c_1	2014	2024	6.6
Versie 3	Vlaanderen	c_2	Habitattype	4030	Binnen & Buiten	NA	34	verschil_aandeel_gunstig_rel	25.55	-35.02	126.97	10	c_1	2014	2024	6.6
Versie 3	Vlaanderen	c_2	SBZH	4030	Binnen	NA	31	aandeel_gunstig	48.59	31.28	65.43	NA	NA	2019	2024	NA
Versie 3	Vlaanderen	c_2	SBZH	4030	Binnen	NA	31	verschil_aandeel_gunstig_abs	10.39	-14.07	31.77	10	c_1	2014	2024	6.5
Versie 3	Vlaanderen	c_2	SBZH	4030	Binnen	NA	31	verschil_aandeel_gunstig_rel	33.99	-28.25	125.36	10	c_1	2014	2024	6.5
