schaal	versie	type_resultaat	habitattype	sbzh	habitatsubtype	criterium	indicator	belang	n_obs	index_ind_mean	index_ind_llci_0.95	index_ind_ulci_0.95
Vlaanderen	Versie 3	SBZH	2310	Buiten	NA	Structuur	ouderdomsstructuur Struikheide	b	5	-0.4	-0.7667	-0.03332
Vlaanderen	Versie 3	SBZH	2310	Buiten	NA	Vegetatie	sleutelsoorten	b	5	-0.75	-1.24	-0.26
Vlaanderen	Versie 3	SBZH	2310	Buiten	NA	Verstoring	verbossing	b	5	0.3889	-0.2352	1.013
Vlaanderen	Versie 3	SBZH	2310	Buiten	NA	Verstoring	vergrassing	zb	5	0.868	0.7319	1.004
Vlaanderen	Versie 3	SBZH	2310	Buiten	NA	Verstoring	verruiging	zb	5	0.99	0.9704	1.01
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_bu	Structuur	horizontale structuur	zb	97	0.3045	0.1827	0.4264
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_bu	Verstoring	invasieve exoten	zb	97	0.7007	0.5963	0.8051
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_bu	Structuur	naakte bodem	zb	97	-0.3249	-0.4576	-0.1922
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_bu	Vegetatie	sleutelsoorten	b	96	-0.7732	-0.8353	-0.711
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_bu	Verstoring	verbossing	b	97	0.3486	0.2277	0.4694
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_bu	Verstoring	vergrassing	zb	97	0.4128	0.286	0.5397
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_dw	Structuur	éénjarigen	zb	21	-0.3185	-0.4632	-0.1739
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_dw	Verstoring	invasieve exoten	zb	21	0.7574	0.5425	0.9722
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_dw	Vegetatie	sleutelsoorten	b	21	-0.9231	-1.002	-0.8441
Vlaanderen	Versie 3	Habitatsubtype	2330	Binnen & Buiten	2330_dw	Verstoring	verbossing	b	21	0.484	0.2528	0.7152
Vlaanderen	Versie 3	Habitattype	2330	Binnen & Buiten	2330_bu	Structuur	horizontale structuur	zb	97	0.3045	0.1827	0.4264
Vlaanderen	Versie 3	Habitattype	2330	Binnen & Buiten	2330_bu	Structuur	naakte bodem	zb	97	-0.3249	-0.4576	-0.1922
Vlaanderen	Versie 3	Habitattype	2330	Binnen & Buiten	2330_bu	Verstoring	vergrassing	zb	97	0.4128	0.286	0.5397
Vlaanderen	Versie 3	Habitattype	2330	Binnen & Buiten	2330_bu; 2330_dw	Verstoring	invasieve exoten	zb	118	0.7074	0.6135	0.8014
Vlaanderen	Versie 3	Habitattype	2330	Binnen & Buiten	2330_bu; 2330_dw	Vegetatie	sleutelsoorten	b	117	-0.7914	-0.8461	-0.7368
Vlaanderen	Versie 3	Habitattype	2330	Binnen & Buiten	2330_bu; 2330_dw	Verstoring	verbossing	b	118	0.3646	0.2564	0.4728
Vlaanderen	Versie 3	Habitattype	2330	Binnen & Buiten	2330_dw	Structuur	éénjarigen	zb	21	-0.3185	-0.4632	-0.1739
Vlaanderen	Versie 3	SBZH	2330	Binnen	2330_bu	Structuur	horizontale structuur	zb	89	0.4071	0.297	0.5172
Vlaanderen	Versie 3	SBZH	2330	Binnen	2330_bu	Structuur	naakte bodem	zb	89	-0.3009	-0.4342	-0.1675
Vlaanderen	Versie 3	SBZH	2330	Binnen	2330_bu	Verstoring	vergrassing	zb	89	0.3488	0.2096	0.488
Vlaanderen	Versie 3	SBZH	2330	Binnen	2330_bu; 2330_dw	Verstoring	invasieve exoten	zb	106	0.6366	0.5279	0.7453
Vlaanderen	Versie 3	SBZH	2330	Binnen	2330_bu; 2330_dw	Vegetatie	sleutelsoorten	b	106	-0.7887	-0.8429	-0.7344
Vlaanderen	Versie 3	SBZH	2330	Binnen	2330_bu; 2330_dw	Verstoring	verbossing	b	106	0.4359	0.3292	0.5425
Vlaanderen	Versie 3	SBZH	2330	Binnen	2330_dw	Structuur	éénjarigen	zb	17	-0.278	-0.4373	-0.1186
Vlaanderen	Versie 3	SBZH	2330	Buiten	2330_bu	Structuur	horizontale structuur	zb	8	-0.01598	-0.5506	0.5186
Vlaanderen	Versie 3	SBZH	2330	Buiten	2330_bu	Structuur	naakte bodem	zb	8	-0.4	-0.9387	0.1387
Vlaanderen	Versie 3	SBZH	2330	Buiten	2330_bu	Verstoring	vergrassing	zb	8	0.6128	0.2707	0.9549
Vlaanderen	Versie 3	SBZH	2330	Buiten	2330_dw	Structuur	éénjarigen	zb	4	-0.5924	-0.828	-0.3568
Vlaanderen	Versie 3	SBZH	2330	Buiten	2330_dw; 2330_bu	Verstoring	invasieve exoten	zb	12	0.9458	0.8883	1.003
Vlaanderen	Versie 3	SBZH	2330	Buiten	2330_dw; 2330_bu	Vegetatie	sleutelsoorten	b	11	-0.8019	-1.026	-0.578
Vlaanderen	Versie 3	SBZH	2330	Buiten	2330_dw; 2330_bu	Verstoring	verbossing	b	12	0.1246	-0.269	0.5183
Vlaanderen	Versie 3	Habitattype	4010	Binnen & Buiten	NA	Structuur	dwergstruiken	b	69	-0.07818	-0.2302	0.0738
Vlaanderen	Versie 3	Habitattype	4010	Binnen & Buiten	NA	Vegetatie	sleutelsoorten	b	69	-0.9894	-1.005	-0.9738
Vlaanderen	Versie 3	Habitattype	4010	Binnen & Buiten	NA	Verstoring	verbossing	b	69	0.6307	0.5159	0.7454
Vlaanderen	Versie 3	Habitattype	4010	Binnen & Buiten	NA	Verstoring	vergrassing	zb	69	-0.3007	-0.4437	-0.1578
Vlaanderen	Versie 3	SBZH	4010	Binnen	NA	Structuur	dwergstruiken	b	68	-0.08121	-0.2372	0.07475
Vlaanderen	Versie 3	SBZH	4010	Binnen	NA	Vegetatie	sleutelsoorten	b	68	-0.989	-1.005	-0.973
Vlaanderen	Versie 3	SBZH	4010	Binnen	NA	Verstoring	verbossing	b	68	0.6572	0.5441	0.7703
Vlaanderen	Versie 3	SBZH	4010	Binnen	NA	Verstoring	vergrassing	zb	68	-0.3221	-0.4663	-0.1778
Vlaanderen	Versie 3	SBZH	4010	Buiten	NA	Structuur	dwergstruiken	b	1	0	NA	NA
Vlaanderen	Versie 3	SBZH	4010	Buiten	NA	Vegetatie	sleutelsoorten	b	1	-1	NA	NA
Vlaanderen	Versie 3	SBZH	4010	Buiten	NA	Verstoring	verbossing	b	1	-0.0556	NA	NA
Vlaanderen	Versie 3	SBZH	4010	Buiten	NA	Verstoring	vergrassing	zb	1	0.25	NA	NA
Vlaanderen	Versie 3	Habitattype	4030	Binnen & Buiten	NA	Structuur	dwergstruiken	b	118	-0.1689	-0.2913	-0.04656
Vlaanderen	Versie 3	Habitattype	4030	Binnen & Buiten	NA	Verstoring	invasieve exoten	zb	118	0.8802	0.8231	0.9374
Vlaanderen	Versie 3	Habitattype	4030	Binnen & Buiten	NA	Structuur	ouderdomsstructuur Struikheide	b	118	-0.514	-0.6103	-0.4176
Vlaanderen	Versie 3	Habitattype	4030	Binnen & Buiten	NA	Vegetatie	sleutelsoorten	b	118	-0.6735	-0.7697	-0.5773
Vlaanderen	Versie 3	Habitattype	4030	Binnen & Buiten	NA	Verstoring	verbossing	b	118	0.5371	0.4403	0.6339
Vlaanderen	Versie 3	Habitattype	4030	Binnen & Buiten	NA	Verstoring	vergrassing	zb	118	0.172	0.0481	0.2958
Vlaanderen	Versie 3	Habitattype	4030	Binnen & Buiten	NA	Verstoring	verruiging	zb	118	0.9337	0.8956	0.9718
Vlaanderen	Versie 3	SBZH	4030	Binnen	NA	Structuur	dwergstruiken	b	109	-0.26	-0.3846	-0.1354
Vlaanderen	Versie 3	SBZH	4030	Binnen	NA	Verstoring	invasieve exoten	zb	109	0.8713	0.807	0.9356
Vlaanderen	Versie 3	SBZH	4030	Binnen	NA	Structuur	ouderdomsstructuur Struikheide	b	109	-0.5688	-0.6729	-0.4647
Vlaanderen	Versie 3	SBZH	4030	Binnen	NA	Vegetatie	sleutelsoorten	b	109	-0.633	-0.7373	-0.5288
Vlaanderen	Versie 3	SBZH	4030	Binnen	NA	Verstoring	verbossing	b	109	0.5798	0.4793	0.6804
Vlaanderen	Versie 3	SBZH	4030	Binnen	NA	Verstoring	vergrassing	zb	109	0.04908	-0.07623	0.1744
Vlaanderen	Versie 3	SBZH	4030	Binnen	NA	Verstoring	verruiging	zb	109	0.9296	0.8867	0.9726
Vlaanderen	Versie 3	SBZH	4030	Buiten	NA	Structuur	dwergstruiken	b	9	0.3156	-0.05025	0.6814
Vlaanderen	Versie 3	SBZH	4030	Buiten	NA	Verstoring	invasieve exoten	zb	9	0.9278	0.8643	0.9913
Vlaanderen	Versie 3	SBZH	4030	Buiten	NA	Structuur	ouderdomsstructuur Struikheide	b	9	-0.2222	-0.3944	-0.05005
Vlaanderen	Versie 3	SBZH	4030	Buiten	NA	Vegetatie	sleutelsoorten	b	9	-0.8889	-1.107	-0.6711
Vlaanderen	Versie 3	SBZH	4030	Buiten	NA	Verstoring	verbossing	b	9	0.3099	-0.02222	0.642
Vlaanderen	Versie 3	SBZH	4030	Buiten	NA	Verstoring	vergrassing	zb	9	0.8256	0.6123	1.039
Vlaanderen	Versie 3	SBZH	4030	Buiten	NA	Verstoring	verruiging	zb	9	0.9556	0.9174	0.9937
