plot_id	date_status	targethabitat	status_fieldwork	info_status_fieldwork	remark	db	navplot_id	point_code	extra_subt	opnamevoortargethabitat	typeinv	ranking
38545	1651758117.804	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	38545_2	NA	elk habitatsubtype	2	38545
38610	1652436528.999	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	38610_1	NA	elk habitatsubtype	1	38610
40146	1652436529.009	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	40146_1	NA	elk habitatsubtype	2	40146
41814	1651758117.809	onbepaald	Opname volledig uitgevoerd	100% afgewerkt	"mest geinjecteerd?
"	openhab	405	41814_2	NA	elk habitatsubtype	2	41814
43858	1652436529.034	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	43858_1	NA	elk habitatsubtype	2	43858
44626	1652436529.044	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	44626_1	NA	elk habitatsubtype	2	44626
45790	1652435852.448	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	504	45790_1	NA	elk habitatsubtype	2	45790
47446	1651758117.816	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	405	47446_2	NA	elk habitatsubtype	2	47446
62174	1652435852.463	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	504	62174_1	NA	elk habitatsubtype	2	62174
66006	1652435852.467	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	504	66006_1	NA	elk habitatsubtype	2	66006
72690	1652436529.122	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	72690_1	NA	elk habitatsubtype	2	72690
75474	1652436529.128	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	75474_1	NA	elk habitatsubtype	2	75474
76754	1652436529.139	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	76754_1	NA	elk habitatsubtype	2	76754
79986	1651758117.83	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	403	79986_2	NA	elk habitatsubtype	2	79986
90846	1652435852.476	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	504	90846_1	NA	elk habitatsubtype	2	90846
94942	1652435852.482	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	504	94942_1	NA	elk habitatsubtype	2	94942
96978	1652436529.174	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	96978_1	NA	elk habitatsubtype	2	96978
98002	1652436529.179	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	98002_1	NA	elk habitatsubtype	2	98002
99521	1651758117.837	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	99521_2	NA	elk habitatsubtype	2	99521
100050	1652436529.184	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	100050_1	NA	elk habitatsubtype	2	100050
100297	1651758117.845	onbepaald	Geen opname uitgevoerd	opname tijdelijk onmogelijk (gemaaid/te nat/ondoordringbaar)	gemaaid	openhab	401	100297_2	NA	elk habitatsubtype	2	100297
102098	1652436529.189	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	102098_1	NA	elk habitatsubtype	2	102098
105458	1652436529.194	onbepaald	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	105458_1	NA	elk habitatsubtype	1	105458
105682	1652436529.204	nee	Niet van toepassing	nvt - geen doelhabitat	NA	openhab	503	105682_1	NA	elk habitatsubtype	2	105682
111326	1652435852.485	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	504	111326_1	NA	elk habitatsubtype	2	111326
117202	1652436529.212	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	117202_1	NA	elk habitatsubtype	2	117202
118441	1651758117.852	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	118441_1	NA	elk habitatsubtype	2	118441
122578	1652436529.224	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	122578_1	NA	elk habitatsubtype	2	122578
124278	1652435852.498	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	504	124278_1	NA	elk habitatsubtype	2	124278
127218	1651758117.861	ja	Geen opname uitgevoerd	opname onmogelijk (gemaaid/begraasd/te nat/ondoordringbaar)	geen ontvangst RTK = onder hoogspanningskabels en Nederlands internet 	openhab	403	127218_2	NA	elk habitatsubtype	2	127218
128657	1651758117.868	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	128657_1	NA	elk habitatsubtype	1	128657
128722	1652436529.234	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	128722_1	NA	elk habitatsubtype	1	128722
144094	1652435852.505	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	504	144094_1	NA	elk habitatsubtype	2	144094
151250	1652436529.259	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	151250_1	NA	elk habitatsubtype	2	151250
151318	1651758117.892	ja	Opname volledig uitgevoerd	100% afgewerkt	6510_hu	openhab	404	151318_1	NA	elk habitatsubtype	2	151318
162790	1651758117.9	onbepaald	Opname volledig uitgevoerd	100% afgewerkt	"geen sleutelsoort in de plot


"	openhab	405	162790_2	NA	elk habitatsubtype	2	162790
206134	1651758117.909	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	405	206134_2	NA	elk habitatsubtype	2	206134
229362	1652436529.304	onbepaald	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	229362_1	NA	elk habitatsubtype	1	229362
231702	1651758117.925	onbepaald	Geen opname uitgevoerd	opname tijdelijk onmogelijk (gemaaid/te nat/ondoordringbaar)	gemaaid (op 31/05/22)	openhab	404	231702_1	NA	elk habitatsubtype	2	231702
236370	1652436529.311	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	236370_1	NA	elk habitatsubtype	2	236370
238578	1652436529.314	onbepaald	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	238578_1	NA	elk habitatsubtype	1	238578
243846	1651758117.947	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	405	243846_2	NA	elk habitatsubtype	2	243846
258390	1651758117.954	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	405	258390_2	NA	elk habitatsubtype	2	258390
274002	1652436529.324	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	274002_1	NA	elk habitatsubtype	1	274002
297201	1651758117.997	ja	Geen opname uitgevoerd	opname tijdelijk onmogelijk (gemaaid/te nat/ondoordringbaar)	terreinwerk eerder uitvoeren	openhab	401	297201_1	NA	elk habitatsubtype	1	297201
301846	1651758118.003	nee	Niet van toepassing	nvt - geen doelhabitat	Brandnetelruigte	openhab	404	301846_1	NA	elk habitatsubtype	1	301846
306130	1652436529.339	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	306130_1	NA	elk habitatsubtype	2	306130
308098	1651758118.026	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	403	308098_2	NA	elk habitatsubtype	2	308098
321169	1651758118.034	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	321169_1	NA	elk habitatsubtype	1	321169
327153	1651758118.042	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	327153_2	NA	elk habitatsubtype	2	327153
333385	1651758118.05	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	333385_2	NA	elk habitatsubtype	2	333385
366225	1651758118.056	nee	Niet van toepassing	nvt - geen doelhabitat	"zou een bestaand meetpunt moeten zijn maar ligt en lag op betonweg.


"	openhab	401	366225_2	NA	elk habitatsubtype	2	366225
370386	1652436529.349	onbepaald	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	370386_1	NA	elk habitatsubtype	1	370386
386422	1652435852.547	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	504	386422_1	NA	elk habitatsubtype	2	386422
386674	1651758118.063	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	403	386674_2	NA	elk habitatsubtype	2	386674
398529	1651758118.071	nee	Niet van toepassing	nvt - geen doelhabitat	"braammassief?
"	openhab	401	398529_3	NA	elk habitatsubtype	2	398529
409654	1651758118.078	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	405	409654_2	NA	elk habitatsubtype	2	409654
445266	1652436529.364	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	445266_1	NA	elk habitatsubtype	2	445266
452066	1651758118.083	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	403	452066_2	NA	elk habitatsubtype	2	452066
501046	1651758118.089	nee	Niet van toepassing	nvt - geen doelhabitat	"bramenkoepel in wastine

"	openhab	405	501046_2	NA	elk habitatsubtype	2	501046
528582	1651758118.095	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	404	528582_1	NA	elk habitatsubtype	2	528582
556006	1651758118.101	ja	Opname volledig uitgevoerd	100% afgewerkt	" herk de sfad beerbosstraat
"	openhab	405	556006_2	NA	elk habitatsubtype	2	556006
589110	1651758118.106	onbepaald	Opname volledig uitgevoerd	100% afgewerkt	geen s]eute]soort	openhab	405	589110_2	NA	elk habitatsubtype	2	589110
589698	1651758118.112	nee	Niet van toepassing	nvt - geen doelhabitat	NA	openhab	403	589698_4	NA	elk habitatsubtype	2	589698
605493	1651758118.117	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	605493_2	NA	elk habitatsubtype	2	605493
636561	1651758118.123	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	636561_2	NA	subtype: 6510_hus	2	636561
643970	1651758118.129	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	403	643970_2	NA	elk habitatsubtype	2	643970
659794	1651758118.134	nee	Niet van toepassing	nvt - geen doelhabitat	Ingezaaid met engels raaigras.	openhab	403	659794_2	NA	elk habitatsubtype	2	659794
676914	1651758118.139	ja	Opname volledig uitgevoerd	100% afgewerkt	"netelbroekstraat

"	openhab	405	676914_2	NA	elk habitatsubtype	2	676914
677174	1651758118.145	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	405	677174_2	NA	elk habitatsubtype	2	677174
720369	1651758118.15	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	720369_2	NA	subtype: 6510_hua	2	720369
792209	1651758118.161	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	792209_1	NA	subtype: 6510_hua	1	792209
845457	1651758118.167	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	845457_1	NA	subtype: 6510_hua	2	845457
853714	1652436529.384	onbepaald	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	853714_1	NA	elk habitatsubtype	1	853714
863826	1652436529.389	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	503	863826_1	NA	elk habitatsubtype	1	863826
919185	1651758118.178	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	919185_1	NA	subtype: 6510_hua	1	919185
968217	1651758118.183	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	968217_1	NA	subtype: 6510_hua	2	968217
984721	1651758118.189	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	984721_1	NA	subtype: 6510_hua	1	984721
1152657	1651758118.205	ja	Opname volledig uitgevoerd	100% afgewerkt	moest voor huk?	openhab	401	1152657_2	NA	subtype: 6510_huk	2	1152657
1177233	1651758118.211	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	401	1177233_1	NA	subtype: 6510_hua	1	1177233
1280278	1651758118.217	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	404	1280278_2	NA	subtype: 6510_hus	2	1280278
1487746	1651758118.222	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	403	1487746_2	NA	subtype: 6510_huk	2	1487746
1569666	1651758118.228	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	403	1569666_2	NA	subtype: 6510_huk	2	1569666
1618818	1651758118.234	ja	Opname volledig uitgevoerd	100% afgewerkt	gemaaid geweest	openhab	403	1618818_2	NA	subtype: 6510_huk	2	1618818
2328854	1651758118.256	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	404	2328854_2	NA	subtype: 6510_hus	2	2328854
2867990	1651758118.268	ja	Opname volledig uitgevoerd	100% afgewerkt	Geen pimpernel gezien	openhab	404	2867990_1	NA	subtype: 6510_hus	2	2867990
3068802	1651758118.273	ja	Opname volledig uitgevoerd	100% afgewerkt	NA	openhab	403	3068802_1	NA	subtype: 6510_huk	2	3068802
