schaal	type_resultaat	habitattype	sbzh	habitatsubtype	criterium	indicator	belang	index_diff_mean	index_diff_llci_0.95	index_diff_ulci_0.95	klasse
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_had	Vegetatie	sleutelsoorten	b	0	NA	NA	NA
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_had	Verstoring	verbossing	b	0	NA	NA	NA
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_had	Verstoring	vergrassing	zb	0.7142	NA	NA	NA
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_had	Verstoring	verruiging	zb	0	NA	NA	NA
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_hd	Vegetatie	bedekking sleutelsoorten	b	0.0389823529411765	-0.0777435995594116	0.155708305441765	8
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_hd	Verstoring	invasieve exoten	zb	0	0	0	4
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_hd	Verstoring	overbetreding	b	0.0117647058823529	-0.00402259136338419	0.0275520031280901	4
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_hd	Verstoring	overige exoten	b	-0.0176470588235294	-0.0427748292039404	0.00748071155688152	4
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_hd	Vegetatie	sleutelsoorten	b	0.169117647058824	0.0522578731954242	0.285977420922223	2
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_hd	Verstoring	verbossing	b	-0.012	-0.0972331600755867	0.0732331600755867	4
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_hd	Verstoring	vergrassing	zb	0.0326588235294118	-0.115543564291407	0.180861211350231	10
Vlaanderen	Habitatsubtype	2130	Binnen & Buiten	2130_hd	Verstoring	verruiging	zb	-0.0399882352941177	-0.0956124514123531	0.0156359808241178	4
Vlaanderen	Habitattype	2130	Binnen & Buiten	2130_had	Verstoring	invasief mos	zb	0	NA	NA	NA
Vlaanderen	Habitattype	2130	Binnen & Buiten	2130_hd	Verstoring	overige exoten	b	-0.0176470588235294	-0.0427748292039404	0.00748071155688152	4
Vlaanderen	Habitattype	2130	Binnen & Buiten	2130_hd; 2130_had	Vegetatie	bedekking sleutelsoorten	b	0.0327979642150001	-0.0719186815317463	0.137514609961747	8
Vlaanderen	Habitattype	2130	Binnen & Buiten	2130_hd; 2130_had	Verstoring	invasieve exoten	zb	0	0	0	4
Vlaanderen	Habitattype	2130	Binnen & Buiten	2130_hd; 2130_had	Verstoring	overbetreding	b	0.00989828405462506	-0.00438344786991832	0.0241800159791684	4
Vlaanderen	Habitattype	2130	Binnen & Buiten	2130_hd; 2130_had	Vegetatie	sleutelsoorten	b	0.142287833285235	0.03358034217885	0.25099532439162	2
Vlaanderen	Habitattype	2130	Binnen & Buiten	2130_hd; 2130_had	Verstoring	verbossing	b	-0.0100962497357176	-0.0864271194531194	0.0662346199816843	4
Vlaanderen	Habitattype	2130	Binnen & Buiten	2130_hd; 2130_had	Verstoring	vergrassing	zb	0.140782506431516	-0.0374915625739277	0.319056575436959	8
Vlaanderen	Habitattype	2130	Binnen & Buiten	2130_hd; 2130_had	Verstoring	verruiging	zb	-0.0336442675016706	-0.0839276936637066	0.0166391586603654	4
Vlaanderen	sbzh	2130	Binnen	2130_had	Verstoring	invasief mos	zb	0	NA	NA	NA
Vlaanderen	sbzh	2130	Binnen	2130_hd	Verstoring	overige exoten	b	-0.0176470588235294	-0.0427748292039404	0.00748071155688152	4
Vlaanderen	sbzh	2130	Binnen	2130_hd; 2130_had	Vegetatie	bedekking sleutelsoorten	b	0.0327979642150001	-0.0719186815317463	0.137514609961747	8
Vlaanderen	sbzh	2130	Binnen	2130_hd; 2130_had	Verstoring	invasieve exoten	zb	0	0	0	4
Vlaanderen	sbzh	2130	Binnen	2130_hd; 2130_had	Verstoring	overbetreding	b	0.00989828405462506	-0.00438344786991832	0.0241800159791684	4
Vlaanderen	sbzh	2130	Binnen	2130_hd; 2130_had	Vegetatie	sleutelsoorten	b	0.142287833285235	0.03358034217885	0.25099532439162	2
Vlaanderen	sbzh	2130	Binnen	2130_hd; 2130_had	Verstoring	verbossing	b	-0.0100962497357176	-0.0864271194531194	0.0662346199816843	4
Vlaanderen	sbzh	2130	Binnen	2130_hd; 2130_had	Verstoring	vergrassing	zb	0.140782506431516	-0.0374915625739277	0.319056575436959	8
Vlaanderen	sbzh	2130	Binnen	2130_hd; 2130_had	Verstoring	verruiging	zb	-0.0336442675016706	-0.0839276936637066	0.0166391586603654	4
Vlaanderen	Habitattype	2170	Binnen & Buiten	NA	Verstoring	invasieve exoten	zb	0.0671285714285714	-0.0883444745869143	0.222601617444057	8
Vlaanderen	Habitattype	2170	Binnen & Buiten	NA	Verstoring	overige exoten	b	0	0	0	4
Vlaanderen	Habitattype	2170	Binnen & Buiten	NA	Vegetatie	sleutelsoorten	b	0.0476142857142857	-0.122771247474421	0.217999818902993	10
Vlaanderen	Habitattype	2170	Binnen & Buiten	NA	Verstoring	verbossing	b	-0.242485714285714	-0.43816462461247	-0.0468068039589582	6
Vlaanderen	Habitattype	2170	Binnen & Buiten	NA	Verstoring	verruiging	zb	0.199614285714286	-0.0738233012947671	0.473051872723338	8
Vlaanderen	sbzh	2170	Binnen	NA	Verstoring	invasieve exoten	zb	0.0671285714285714	-0.0883444745869143	0.222601617444057	8
Vlaanderen	sbzh	2170	Binnen	NA	Verstoring	overige exoten	b	0	0	0	4
Vlaanderen	sbzh	2170	Binnen	NA	Vegetatie	sleutelsoorten	b	0.0476142857142857	-0.122771247474421	0.217999818902993	10
Vlaanderen	sbzh	2170	Binnen	NA	Verstoring	verbossing	b	-0.242485714285714	-0.43816462461247	-0.0468068039589582	6
Vlaanderen	sbzh	2170	Binnen	NA	Verstoring	verruiging	zb	0.199614285714286	-0.0738233012947671	0.473051872723338	8
Vlaanderen	Habitatsubtype	2190	Binnen & Buiten	2190_mp	Verstoring	invasieve exoten	zb	0	NA	NA	NA
Vlaanderen	Habitatsubtype	2190	Binnen & Buiten	2190_mp	Vegetatie	sleutelsoorten	b	-0.1667	NA	NA	NA
Vlaanderen	Habitatsubtype	2190	Binnen & Buiten	2190_mp	Verstoring	verbossing	b	0	NA	NA	NA
Vlaanderen	Habitatsubtype	2190	Binnen & Buiten	2190_mp	Verstoring	verdroging	zb	-0.0219	NA	NA	NA
Vlaanderen	Habitatsubtype	2190	Binnen & Buiten	2190_mp	Verstoring	verruiging	zb	0.0163	NA	NA	NA
Vlaanderen	Habitattype	2190	Binnen & Buiten	2190_mp	Verstoring	invasieve exoten	zb	0	0	0	4
Vlaanderen	Habitattype	2190	Binnen & Buiten	2190_mp	Vegetatie	sleutelsoorten	b	-0.1667	-0.493432	0.160032	10
Vlaanderen	Habitattype	2190	Binnen & Buiten	2190_mp	Verstoring	verbossing	b	0	0	0	4
Vlaanderen	Habitattype	2190	Binnen & Buiten	2190_mp	Verstoring	verdroging	zb	-0.0219	-0.121468	0.0776680000000001	9
Vlaanderen	Habitattype	2190	Binnen & Buiten	2190_mp	Verstoring	verruiging	zb	0.0163	-0.015648	0.0482480000000001	4
Vlaanderen	sbzh	2190	Binnen	2190_mp	Verstoring	invasieve exoten	zb	0	0	0	4
Vlaanderen	sbzh	2190	Binnen	2190_mp	Vegetatie	sleutelsoorten	b	-0.1667	-0.493432	0.160032	10
Vlaanderen	sbzh	2190	Binnen	2190_mp	Verstoring	verbossing	b	0	0	0	4
Vlaanderen	sbzh	2190	Binnen	2190_mp	Verstoring	verdroging	zb	-0.0219	-0.121468	0.0776680000000001	9
Vlaanderen	sbzh	2190	Binnen	2190_mp	Verstoring	verruiging	zb	0.0163	-0.015648	0.0482480000000001	4
