id	type_analysis	status	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	index_mean_crit	doelbereik_mean_ind
162129_3_9120	9120	1	RapportageHR	0	80	0.3551	0.2767	0.8139
163003_2_91E0_vm	91E0_vm	0	RapportageHR	1	80	0.451	0.3893	0.8567
163006_2_91E0_va	91E0_va	0	RapportageHR	1	50	0.0448	0.115	0.6756
163006_2_91E0_vn	91E0_vn	0	RapportageHR	1	40	-0.0388	-0.0548	0.6587
163021_2_91E0_va	91E0_va	0	RapportageHR	2	50	0.0587	0.0369	0.7074
163021_2_91E0_vn	91E0_vn	0	RapportageHR	2	40	-0.0652	-0.2401	0.5848
163094_2_9190	9190	0	RapportageHR	3	30	-0.1523	-0.1196	0.5977
163136_2_91E0_vm	91E0_vm	0	RapportageHR	3	60	0.2979	0.297	0.8087
163136_2_91E0_vo	91E0_vo	0	RapportageHR	3	60	0.2418	0.2611	0.7526
163147_2_9120	9120	0	RapportageHR	2	60	0.2447	0.168	0.7996
163147_2_9190	9190	0	RapportageHR	2	60	0.2338	0.1698	0.7887
164011_2_9120	9120	0	RapportageHR	3	50	-0.0401	-0.1239	0.6358
164124_2_91E0_vm	91E0_vm	0	RapportageHR	1	80	0.4856	0.5162	0.9414
164126_2_9190	9190	0	RapportageHR	2	50	-0.1104	-0.1469	0.6111
164793_2015-04-28_91E0_vc	91E0_vc	0	RapportageHR	2	80	0.5546	0.52	0.937
165046_2_9190	9190	0	RapportageHR	3	40	-0.1666	-0.0911	0.6221
165046_3_9190	9190	0	RapportageHR	2	50	0.0515	0.0849	0.6845
165062_2_9120	9120	0	RapportageHR	1	70	0.2223	0.1572	0.7854
165062_3_9120	9120	0	RapportageHR	1	60	0.0411	-0.048	0.7477
165087_3_9120	9120	0	RapportageHR	3	40	-0.0509	-0.0459	0.5773
165913_2016-05-11_91E0_vc	91E0_vc	0	RapportageHR	2	60	0.0237	-0.0224	0.7189
166005_2_9190	9190	0	RapportageHR	1	60	0.1282	0.0309	0.7344
166032_2_91E0_vo	91E0_vo	0	RapportageHR	2	60	0.2442	0.2107	0.8626
166050_2_9190	9190	0	RapportageHR	2	50	0.035	0.073	0.6752
166050_3_9190	9190	0	RapportageHR	2	50	-0.0089	-0.006	0.6452
166092_2_9190	9190	0	RapportageHR	1	40	-0.1464	-0.2445	0.5578
166092_3_9190	9190	0	RapportageHR	1	60	0.1419	-0.0433	0.7026
166156_2_9120	9120	0	RapportageHR	1	70	0.386	0.3304	0.8446
166156_3_9120	9120	0	RapportageHR	1	70	0.498	0.4029	0.8817
16633_2015-05-04_91E0_vc	91E0_vc	0	RapportageHR	3	50	0.1426	-0.0431	0.7387
167001_2_9120	9120	0	RapportageHR	2	50	-0.1013	-0.21	0.6606
167132_2_9120	9120	0	RapportageHR	2	60	0.0577	-0.0857	0.6804
167133_2_9120	9120	0	RapportageHR	2	60	0.0263	-0.115	0.6246
167133_2_91E0_va	91E0_va	0	RapportageHR	2	70	0.1383	0.053	0.7063
167136_2_9120	9120	0	RapportageHR	1	50	-0.0355	-0.1177	0.5645
168107_2_9120	9120	0	RapportageHR	2	50	0.0194	-0.0795	0.6212
168107_2_91E0_va	91E0_va	0	RapportageHR	2	60	0.1611	0.1425	0.6606
168147_2_9190	9190	0	RapportageHR	2	50	-0.1923	-0.2526	0.4963
168147_2_91E0_vm	91E0_vm	0	RapportageHR	3	30	-0.2207	-0.3351	0.4793
171073_2_91E0_vn	91E0_vn	0	RapportageHR	1	70	0.2608	0.179	0.835
17144_2_91E0_va	91E0_va	0	RapportageHR	3	60	0.1794	0.1935	0.7234
172012_2_9190	9190	0	RapportageHR	1	60	-0.0212	0.0543	0.7073
172012_3_9190	9190	0	RapportageHR	1	60	0.1187	0.0943	0.6929
172052_2_91E0_vm	91E0_vm	0	RapportageHR	1	50	0.0414	-9e-04	0.7567
172052_3_91E0_vm	91E0_vm	0	RapportageHR	1	50	0.0499	0.0093	0.7457
172099_2_9120	9120	0	RapportageHR	2	50	-0.0042	-0.0643	0.5808
172099_2_91E0_vm	91E0_vm	0	RapportageHR	1	60	0.1192	0.0426	0.6859
172099_2_91E0_vo	91E0_vo	0	RapportageHR	2	50	-0.0353	-0.1084	0.6214
172100_2_91E0_vm	91E0_vm	0	RapportageHR	1	70	0.3212	0.2612	0.8956
172100_3_91E0_vm	91E0_vm	0	RapportageHR	1	60	0.2638	0.2435	0.8597
172146_3_91E0_vn	91E0_vn	0	RapportageHR	2	60	0.147	0.2122	0.722
173155_2_91E0_vo	91E0_vo	0	RapportageHR	1	60	0.2357	0.2472	0.7132
173155_3_91E0_vo	91E0_vo	0	RapportageHR	1	60	0.1267	0.0449	0.6728
174001_2_91E0_vn	91E0_vn	0	RapportageHR	3	20	-0.2026	-0.1511	0.5974
174012_2_9190	9190	0	RapportageHR	3	40	-0.1546	-0.2138	0.5437
174048_2_91E0_vn	91E0_vn	0	RapportageHR	2	30	-0.1924	-0.2153	0.5917
174122_2_91E0_va	91E0_va	0	RapportageHR	1	80	0.2546	0.2172	0.8143
175007_2_91E0_vn	91E0_vn	0	RapportageHR	2	60	0.053	-0.081	0.7255
175008_2_91E0_vn	91E0_vn	0	RapportageHR	3	50	0.0795	0.0917	0.6767
175066_2_91E0_vm	91E0_vm	0	RapportageHR	1	70	0.1156	0.0395	0.7506
175068_2_9190	9190	0	RapportageHR	2	40	-0.1989	-0.2854	0.5505
175130_2_9190	9190	0	RapportageHR	1	70	0.2504	0.2199	0.7337
175130_3_9190	9190	0	RapportageHR	1	60	0.1652	0.0988	0.666
175146_2_91E0_vm	91E0_vm	0	RapportageHR	1	50	-0.0236	-0.1457	0.6221
175154_2_91E0_va	91E0_va	0	RapportageHR	2	50	0.0363	-0.0401	0.7547
175154_2_91E0_vn	91E0_vn	0	RapportageHR	2	50	0.0157	-0.0808	0.7008
176058_2_91E0_vm	91E0_vm	0	RapportageHR	2	40	-0.0446	0.0557	0.6538
176058_3_91E0_vm	91E0_vm	0	RapportageHR	2	50	0.0904	0.2236	0.7887
176060_2_91E0_vm	91E0_vm	0	RapportageHR	2	70	0.329	0.2796	0.8336
176060_3_91E0_vm	91E0_vm	0	RapportageHR	2	70	0.3193	0.3056	0.8267
176159_2_91E0_vm	91E0_vm	0	RapportageHR	3	60	0.1562	0.2096	0.7915
176159_3_91E0_vm	91E0_vm	0	RapportageHR	3	30	-0.0759	0.0415	0.6241
177119_2_9190	9190	0	RapportageHR	1	60	0.1845	0.1639	0.7778
177120_2_9190	9190	0	RapportageHR	1	90	0.487	0.531	0.9436
177124_2_9120	9120	0	RapportageHR	1	60	0.2463	0.1512	0.7688
177124_3_9120	9120	0	RapportageHR	1	60	0.0945	0.0432	0.7307
178012_2_9190	9190	0	RapportageHR	2	60	0.1466	0.188	0.7395
178042_2_9190	9190	0	RapportageHR	1	60	0.0594	0.0154	0.7087
181003_2_91E0_vo	91E0_vo	0	RapportageHR	2	60	0.1885	0.1808	0.8176
181035_2_91E0_vn	91E0_vn	0	RapportageHR	3	60	0.2086	0.2404	0.7814
181060_2_91E0_vn	91E0_vn	0	RapportageHR	1	50	-0.0144	-0.1527	0.5706
181060_2_91E0_vo	91E0_vo	0	RapportageHR	2	40	-0.0814	-0.202	0.5936
181085_2_91E0_vn	91E0_vn	0	RapportageHR	2	60	-0.0092	-0.0077	0.6889
181155_2_9190	9190	0	RapportageHR	1	50	-0.05	-0.0922	0.6244
182143_2_91E0_vm	91E0_vm	0	RapportageHR	1	80	0.2219	0.1363	0.8598
182151_2_9190	9190	0	RapportageHR	1	80	0.3286	0.3479	0.9007
182152_2_91E0_vm	91E0_vm	0	RapportageHR	1	90	0.4499	0.4094	0.9575
182152_3_91E0_vm	91E0_vm	0	RapportageHR	1	70	0.313	0.2758	0.8054
182157_2_9120	9120	0	RapportageHR	3	50	0.1456	0.144	0.7477
182158_2_9190	9190	0	RapportageHR	2	80	0.2177	0.2124	0.8293
182158_3_9190	9190	0	RapportageHR	1	80	0.2626	0.2483	0.8797
182160_2_91E0_vm	91E0_vm	0	RapportageHR	2	40	-0.1311	-0.1922	0.6286
182160_3_91E0_vm	91E0_vm	0	RapportageHR	2	50	-0.0719	-0.1418	0.6844
18290_2019-04-04_9160	9160	0	RapportageHR	2	50	0.0719	0.03	0.7213
183153_2_91E0_vm	91E0_vm	0	RapportageHR	1	70	0.4396	0.3009	0.9143
183153_3_91E0_vm	91E0_vm	1	RapportageHR	0	90	0.619	0.5177	0.9286
185023_2_9120	9120	0	RapportageHR	2	20	-0.4461	-0.5304	0.4532
185047_2_91E0_vc	91E0_vc	0	RapportageHR	4	20	-0.4304	-0.4839	0.3696
185047_2_91E0_vm	91E0_vm	0	RapportageHR	4	20	-0.3546	-0.4043	0.4454
185143_2_9120	9120	0	RapportageHR	3	40	-0.0718	-0.1187	0.6032
186107_2_91E0_vm	91E0_vm	0	RapportageHR	2	60	0.2274	0.1776	0.7846
186108_2_91E0_vc	91E0_vc	0	RapportageHR	2	70	0.2564	0.2444	0.792
186108_2_91E0_vm	91E0_vm	0	RapportageHR	2	80	0.491	0.5105	0.9365
186113_2_91E0_va	91E0_va	0	RapportageHR	1	50	-0.0741	-0.1193	0.606
186130_2_9120	9120	0	RapportageHR	2	50	0.0307	0.0461	0.7129
186157_2_9120	9120	0	RapportageHR	1	60	0.0465	-0.0412	0.6943
187001_2_91E0_vm	91E0_vm	0	RapportageHR	2	60	0.3273	0.1862	0.8522
187001_3_91E0_vm	91E0_vm	0	RapportageHR	2	60	0.3156	0.1838	0.871
187009_2_9190	9190	0	RapportageHR	1	70	0.257	0.3178	0.801
187009_3_9190	9190	0	RapportageHR	1	70	0.2897	0.3302	0.7865
187058_2_9120	9120	0	RapportageHR	2	70	0.182	0.1489	0.7693
187058_3_9120	9120	0	RapportageHR	2	60	0.1423	0.0808	0.7387
187082_2_91E0_va	91E0_va	0	RapportageHR	1	60	0.1659	0.1225	0.7187
187082_3_91E0_va	91E0_va	0	RapportageHR	2	70	0.188	0.1175	0.7867
187124_2_9190	9190	0	RapportageHR	1	80	0.1805	0.2009	0.8693
187124_3_9190	9190	0	RapportageHR	1	90	0.34	0.4055	0.9
188022_2015-06-02_91E0_vo	91E0_vo	0	RapportageHR	2	60	0.2547	0.2137	0.8274
18898_2019-04-05_9190	9190	0	RapportageHR	2	60	0.118	0.1043	0.8237
196022_2019-03-28_91E0_vo	91E0_vo	0	RapportageHR	3	50	0.0662	0.1341	0.6437
19762_2019-04-08_9190	9190	0	RapportageHR	2	60	0.0489	0.1311	0.7353
198137_2015-05-12_91E0_vc	91E0_vc	0	RapportageHR	2	80	0.3302	0.3541	0.9192
201689_2016-01-20_91E0_vc	91E0_vc	0	RapportageHR	2	70	0.2761	0.1944	0.832
202023_2_9120	9120	0	RapportageHR	2	60	5e-04	-0.0485	0.7089
202023_3_9120	9120	0	RapportageHR	2	60	0.0207	-0.0315	0.7417
202040_2_9120	9120	0	RapportageHR	2	60	0.1043	0.0993	0.655
20274_2019-04-04_9160	9160	0	RapportageHR	1	50	0.0998	0.0237	0.72
