id	type_analysis	criterium	status_criterium	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind	doelbereik_mean_ind
128138_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.2616	0.8942
128147_2_9120	9120	Structuur	0	RapportageHR	1	80	0.2561	0.8448
128147_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.6654	0.3346
128147_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.5746	0.9413
131044_2_9120	9120	Structuur	0	RapportageHR	1	60	-0.0208	0.6778
131044_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.1846	0.5334
131044_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	-0.0198	0.6469
131159_2_91E0_vn	91E0_vn	Structuur	0	RapportageHR	1	40	-0.2729	0.5737
131159_2_91E0_vn	91E0_vn	Vegetatie	0	RapportageHR	0	0	-0.773	0.227
131159_2_91E0_vn	91E0_vn	Verstoring	0	RapportageHR	1	66.6667	0.4157	0.7573
132097_2_9120	9120	Structuur	0	RapportageHR	1	80	0.543	0.9347
132097_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.2218	0.5334
132097_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.1242	0.7492
132097_3_9120	9120	Structuur	0	RapportageHR	1	60	0.4925	0.8925
132097_3_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.2524	0.5334
132097_3_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.2892	0.9142
133153_2_91E0_va	91E0_va	Structuur	0	RapportageHR	1	60	0.259	0.9244
133153_2_91E0_va	91E0_va	Vegetatie	0	RapportageHR	0	0	-0.3939	0.6062
133153_2_91E0_va	91E0_va	Verstoring	0	RapportageHR	1	33.3333	0.0365	0.7031
133153_3_91E0_va	91E0_va	Structuur	0	RapportageHR	1	80	0.3151	0.9785
133153_3_91E0_va	91E0_va	Vegetatie	0	RapportageHR	0	0	-0.6575	0.3426
133153_3_91E0_va	91E0_va	Verstoring	0	RapportageHR	1	33.3333	0.1065	0.7732
134040_2_9120	9120	Structuur	0	RapportageHR	1	80	0.0664	0.8106
134040_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.0131	0.5
134040_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.1164	0.749
134128_2_9120	9120	Structuur	0	RapportageHR	1	60	0.1062	0.6062
134128_2_9120	9120	Vegetatie	0	RapportageHR	0	50	0	0.5
134128_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.9667	1
135081_2_9120	9120	Structuur	0	RapportageHR	1	60	0.0657	0.7157
135081_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.6156	0.3844
135081_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.5004	0.9087
135082_2_9120	9120	Structuur	0	RapportageHR	1	60	0.1531	0.7517
135082_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.5136	0.4864
135082_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	0.2182	0.8848
135083_2_9120	9120	Structuur	0	RapportageHR	1	40	-0.0692	0.6308
135083_2_9120	9120	Vegetatie	0	RapportageHR	0	50	0.0218	0.6428
135083_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.4091	1
135083_2_91E0_vn	91E0_vn	Structuur	0	RapportageHR	1	40	-0.1578	0.5422
135083_2_91E0_vn	91E0_vn	Vegetatie	0	RapportageHR	0	0	-0.9642	0.0358
135083_2_91E0_vn	91E0_vn	Verstoring	0	RapportageHR	1	66.6667	0.2731	0.8981
135098_2_9120	9120	Structuur	0	RapportageHR	2	40	0.089	0.839
135098_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.2703	0.5
135098_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	-0.039	0.6277
135099_2_9120	9120	Structuur	0	RapportageHR	1	60	0.0726	0.7713
135099_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.1897	0.5
135099_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	-0.0059	0.6608
135102_2_9120	9120	Structuur	0	RapportageHR	1	60	0.0592	0.6592
135102_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.978	0.022
135102_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.3927	0.7427
135132_2_9120	9120	Structuur	0	RapportageHR	1	60	0.0606	0.6592
135132_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-1	0
135132_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.3186	0.7823
136040_2_9120	9120	Structuur	0	RapportageHR	1	60	0.1089	0.6089
136040_2_9120	9120	Vegetatie	0	RapportageHR	0	50	0	0.5
136040_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.5821	0.9154
136102_2_9120	9120	Structuur	0	RapportageHR	1	60	0.0115	0.6101
136102_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.4506	0.5494
136102_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.6252	1
136113_2_9120	9120	Structuur	1	RapportageHR	0	60	0.2333	0.7333
136113_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.1237	0.5714
136113_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.5994	0.9661
136113_3_9120	9120	Structuur	1	RapportageHR	0	60	0.2333	0.7333
136113_3_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.183	0.7143
136113_3_9120	9120	Verstoring	1	RapportageHR	0	100	0.5766	1
136114_2_9120	9120	Structuur	1	RapportageHR	0	100	0.5502	1
136114_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.7337	0.2663
136114_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.9933	1
136121_2_9120	9120	Structuur	0	RapportageHR	1	40	-0.1264	0.6736
136121_2_9120	9120	Vegetatie	0	RapportageHR	0	50	0.1428	0.6428
136121_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.8696	1
136121_2_91E0_vo	91E0_vo	Structuur	0	RapportageHR	2	20	-0.4284	0.5716
136121_2_91E0_vo	91E0_vo	Vegetatie	0	RapportageHR	0	50	0.0156	0.5156
136121_2_91E0_vo	91E0_vo	Verstoring	0	RapportageHR	1	66.6667	0.6343	0.9676
136143_2_9120	9120	Structuur	1	RapportageHR	0	80	0.6743	0.9777
136143_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.1671	0.5
136143_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.3796	0.713
136697_2015-05-06_91E0_vc	91E0_vc	Structuur	0	RapportageHR	1	60	0.1447	0.6447
136697_2015-05-06_91E0_vc	91E0_vc	Vegetatie	0	RapportageHR	0	0	-0.6904	0.3096
136697_2015-05-06_91E0_vc	91E0_vc	Verstoring	0	RapportageHR	1	66.6667	0.3669	0.7002
137010_2_91E0_va	91E0_va	Structuur	0	RapportageHR	1	80	0.1406	0.8512
137010_2_91E0_va	91E0_va	Vegetatie	0	RapportageHR	0	50	0.2857	0.7857
137010_2_91E0_va	91E0_va	Verstoring	0	RapportageHR	1	66.6667	0.3557	0.689
137010_3_91E0_va	91E0_va	Structuur	0	RapportageHR	1	20	-0.5808	0.3845
137010_3_91E0_va	91E0_va	Vegetatie	0	RapportageHR	0	0	-0.6428	0.3572
137010_3_91E0_va	91E0_va	Verstoring	0	RapportageHR	1	66.6667	0.3624	0.6957
137011_2_9120	9120	Structuur	0	RapportageHR	2	40	-0.0464	0.6536
137011_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.5506	0.4494
137011_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.401	0.7427
137011_3_9120	9120	Structuur	0	RapportageHR	2	40	-0.1656	0.5344
137011_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.5258	0.4742
137011_3_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.401	0.7427
137028_2_9120	9120	Structuur	0	RapportageHR	1	60	0.3291	0.8291
137028_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.2396	0.5379
137028_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.4091	1
137028_3_9120	9120	Structuur	0	RapportageHR	1	60	0.1527	0.791
137028_3_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.1274	0.5
137028_3_9120	9120	Verstoring	1	RapportageHR	0	100	0.9167	1
137035_2_9120	9120	Structuur	1	RapportageHR	0	80	0.1591	0.8
137035_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.8126	0.1874
137035_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	-0.1485	0.5182
137035_3_9120	9120	Structuur	1	RapportageHR	0	80	0.1354	0.9333
137035_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.7262	0.2738
137035_3_9120	9120	Verstoring	0	RapportageHR	1	33.3333	0.1985	0.8652
137037_2_9120	9120	Structuur	0	RapportageHR	1	60	0.1667	0.7167
137037_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.644	0.356
137037_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.9667	1
137037_3_9120	9120	Structuur	0	RapportageHR	1	60	0.2129	0.7629
137037_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.6404	0.3596
137037_3_9120	9120	Verstoring	1	RapportageHR	0	100	0.9583	1
137045_3_9120	9120	Structuur	0	RapportageHR	1	60	0.1	0.6
137045_3_9120	9120	Vegetatie	0	RapportageHR	0	50	0.0483	0.6428
137045_3_9120	9120	Verstoring	1	RapportageHR	0	100	0.7	1
137052_2_9120	9120	Structuur	1	RapportageHR	0	100	0.4487	1
137052_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.038	0.5714
137052_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.5719	0.9135
137052_3_9120	9120	Structuur	1	RapportageHR	0	100	0.4406	1
137052_3_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.0604	0.5714
137052_3_9120	9120	Verstoring	1	RapportageHR	0	100	0.9356	1
137053_2_9120	9120	Structuur	1	RapportageHR	0	80	0.6117	0.8475
137053_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.111	0.5
137053_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.875	1
137053_3_9120	9120	Structuur	1	RapportageHR	0	80	0.5989	0.8347
137053_3_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.0959	0.5
137053_3_9120	9120	Verstoring	1	RapportageHR	0	100	0.9933	1
137054_2_9120	9120	Structuur	0	RapportageHR	1	80	0.2895	0.8375
137054_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.8352	0.1648
137054_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	-0.0401	0.6265
137054_3_9120	9120	Structuur	0	RapportageHR	1	40	-0.0418	0.7082
137054_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.8788	0.1211
137054_3_9120	9120	Verstoring	0	RapportageHR	1	33.3333	-0.0199	0.6467
137060_2_9120	9120	Structuur	1	RapportageHR	0	100	0.6761	1
137060_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.9286	0.0714
137060_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.3447	0.6931
137060_3_9120	9120	Structuur	1	RapportageHR	0	80	0.5497	0.8855
137060_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-1	0
137060_3_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.3556	0.6956
137076_2_9190	9190	Structuur	0	RapportageHR	1	60	0.05	0.6
137076_2_9190	9190	Vegetatie	0	RapportageHR	0	0	-0.8335	0.1665
137076_2_9190	9190	Verstoring	0	RapportageHR	1	66.6667	0.6563	0.9896
137076_3_9190	9190	Structuur	0	RapportageHR	1	60	0.05	0.6
137076_3_9190	9190	Vegetatie	0	RapportageHR	0	0	-0.6899	0.3102
137076_3_9190	9190	Verstoring	0	RapportageHR	1	66.6667	0.6313	0.9646
138016_2_9190	9190	Structuur	0	RapportageHR	1	60	-0.1802	0.7333
138016_2_9190	9190	Vegetatie	0	RapportageHR	0	0	-0.4937	0.5063
138016_2_9190	9190	Verstoring	0	RapportageHR	1	66.6667	0.5486	0.8903
138019_2_9120	9120	Structuur	0	RapportageHR	1	40	-0.3638	0.6349
138019_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.1414	0.5714
138019_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	0.1432	0.8098
138019_3_9120	9120	Structuur	0	RapportageHR	1	60	-0.2165	0.7779
138019_3_9120	9120	Vegetatie	0	RapportageHR	0	50	0.0715	0.5714
138019_3_9120	9120	Verstoring	1	RapportageHR	0	100	0.4167	1
138020_2_9120	9120	Structuur	1	RapportageHR	0	80	0.5903	0.8
138020_2_9120	9120	Vegetatie	0	RapportageHR	0	50	0.0074	0.5578
138020_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.088	0.713
138020_3_9120	9120	Structuur	1	RapportageHR	0	80	0.6293	0.8391
138020_3_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.3416	0.5714
138020_3_9120	9120	Verstoring	0	RapportageHR	1	33.3333	0.1968	0.8634
138024_2_9120	9120	Structuur	1	RapportageHR	0	80	0.2123	0.8667
138024_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.1436	0.5
138024_2_9120	9120	Verstoring	1	RapportageHR	0	100	1	1
138027_2_9120	9120	Structuur	1	RapportageHR	0	80	0.3086	0.817
138027_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.9286	0.0714
138027_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.4111	0.7444
138027_3_9120	9120	Structuur	1	RapportageHR	0	100	0.5945	1
138027_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.9286	0.0714
138027_3_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.5098	0.8432
138028_2_9120	9120	Structuur	1	RapportageHR	0	80	0.4403	0.8
138028_2_9120	9120	Vegetatie	0	RapportageHR	0	50	0.2752	0.7752
138028_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.6779	1
138028_3_9120	9120	Structuur	1	RapportageHR	0	80	0.4903	0.8
138028_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.4274	0.5726
138028_3_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.6313	0.9646
138036_2_9120	9120	Structuur	1	RapportageHR	0	100	0.7062	1
138036_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.551	0.449
138036_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	0.1896	0.8563
138036_3_9120	9120	Structuur	1	RapportageHR	0	80	0.5654	0.8751
138036_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.549	0.451
138036_3_9120	9120	Verstoring	0	RapportageHR	1	33.3333	0.1907	0.8574
138097_2_9120	9120	Structuur	0	RapportageHR	1	60	0.1673	0.8173
138097_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.9875	0.0125
138097_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	0.0404	0.7071
138097_3_9120	9120	Structuur	0	RapportageHR	1	60	0.1664	0.8164
138097_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.9916	0.0084
138097_3_9120	9120	Verstoring	0	RapportageHR	1	33.3333	0.1263	0.7929
138098_2_9120	9120	Structuur	0	RapportageHR	1	60	-0.0863	0.6624
138098_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.6372	0.3628
138098_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.5753	0.9086
138098_3_9120	9120	Structuur	0	RapportageHR	1	80	0.0946	0.8286
138098_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.6368	0.3631
138098_3_9120	9120	Verstoring	1	RapportageHR	0	100	0.75	1
140006_2015-06-11_9190	9190	Structuur	0	RapportageHR	1	80	0.2412	0.8
140006_2015-06-11_9190	9190	Vegetatie	1	RapportageHR	0	100	0.5834	1
140006_2015-06-11_9190	9190	Verstoring	1	RapportageHR	0	100	0.9889	1
142137_2_9120	9120	Structuur	0	RapportageHR	2	40	-0.1761	0.5239
142137_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.3939	0.5
142137_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.2726	0.8976
144048_2_91E0_vm	91E0_vm	Structuur	1	RapportageHR	0	100	0.5292	1
144048_2_91E0_vm	91E0_vm	Vegetatie	0	RapportageHR	0	50	-0.1527	0.7857
144048_2_91E0_vm	91E0_vm	Verstoring	0	RapportageHR	1	66.6667	0.5648	0.8981
144048_3_91E0_vm	91E0_vm	Structuur	1	RapportageHR	0	100	0.5003	1
144048_3_91E0_vm	91E0_vm	Vegetatie	0	RapportageHR	0	50	-0.0407	0.9592
144048_3_91E0_vm	91E0_vm	Verstoring	1	RapportageHR	0	100	0.7083	1
144055_2_91E0_vm	91E0_vm	Structuur	1	RapportageHR	0	100	0.5312	1
144055_2_91E0_vm	91E0_vm	Vegetatie	0	RapportageHR	0	0	-0.5459	0.4541
144055_2_91E0_vm	91E0_vm	Verstoring	1	RapportageHR	0	100	0.9169	1
144055_3_91E0_vm	91E0_vm	Structuur	1	RapportageHR	0	100	0.5218	1
144055_3_91E0_vm	91E0_vm	Vegetatie	0	RapportageHR	0	0	-0.8282	0.1718
144055_3_91E0_vm	91E0_vm	Verstoring	1	RapportageHR	0	100	0.7083	1
144056_2_9120	9120	Structuur	0	RapportageHR	1	40	-0.2726	0.6996
144056_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.6538	0.3462
144056_2_9120	9120	Verstoring	0	RapportageHR	1	33.3333	0.0501	0.7168
144056_3_9120	9120	Structuur	0	RapportageHR	1	60	0.0498	0.722
144056_3_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.5861	0.4139
144056_3_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.3135	0.9385
146265_2015-04-27_91E0_vc	91E0_vc	Structuur	1	RapportageHR	0	60	0.1485	0.8453
146265_2015-04-27_91E0_vc	91E0_vc	Vegetatie	0	RapportageHR	0	50	-0.1993	0.8007
146265_2015-04-27_91E0_vc	91E0_vc	Verstoring	1	RapportageHR	0	100	0.7947	1
147004_2_9120	9120	Structuur	0	RapportageHR	1	80	0.2236	0.8195
147004_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.1605	0.7143
147004_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.9667	1
147049_2_91E0_va	91E0_va	Structuur	1	RapportageHR	0	80	0.2048	0.8
147049_2_91E0_va	91E0_va	Vegetatie	0	RapportageHR	0	50	0.047	0.7143
147049_2_91E0_va	91E0_va	Verstoring	1	RapportageHR	0	100	0.9779	1
147059_2_9120	9120	Structuur	0	RapportageHR	1	80	0.3079	0.9475
147059_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.6416	0.3584
147059_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.8924	1
147067_2_9120	9120	Structuur	0	RapportageHR	1	60	0.1827	0.7827
147067_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.4692	0.5
147067_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.6343	0.9676
147068_2_91E0_va	91E0_va	Structuur	1	RapportageHR	0	100	0.4182	1
147068_2_91E0_va	91E0_va	Vegetatie	0	RapportageHR	0	0	-0.4884	0.5116
147068_2_91E0_va	91E0_va	Verstoring	1	RapportageHR	0	100	0.7641	1
147141_2_91E0_vn	91E0_vn	Structuur	0	RapportageHR	2	40	-0.1803	0.5697
147141_2_91E0_vn	91E0_vn	Vegetatie	0	RapportageHR	0	0	-0.8556	0.1444
147141_2_91E0_vn	91E0_vn	Verstoring	0	RapportageHR	1	33.3333	0.037	0.7037
147174_2015-06-10_9190	9190	Structuur	0	RapportageHR	2	60	-0.0568	0.642
147174_2015-06-10_9190	9190	Vegetatie	1	RapportageHR	0	100	0.3938	1
147174_2015-06-10_9190	9190	Verstoring	1	RapportageHR	0	100	0.9667	1
148025_2_91E0_va	91E0_va	Structuur	1	RapportageHR	0	100	0.4462	1
148025_2_91E0_va	91E0_va	Vegetatie	0	RapportageHR	0	50	0.0333	0.5334
148025_2_91E0_va	91E0_va	Verstoring	0	RapportageHR	1	66.6667	0.4625	0.8042
148025_3_91E0_va	91E0_va	Structuur	1	RapportageHR	0	100	0.5308	1
148025_3_91E0_va	91E0_va	Vegetatie	0	RapportageHR	0	50	-0.3745	0.585
148025_3_91E0_va	91E0_va	Verstoring	0	RapportageHR	1	66.6667	0.6637	0.997
148045_2_9120	9120	Structuur	0	RapportageHR	1	60	0.0013	0.6
148045_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.2575	0.6428
148045_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.5286	0.8953
148045_3_9120	9120	Structuur	0	RapportageHR	1	60	0.0013	0.6
148045_3_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.2766	0.6372
148045_3_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.5739	0.9406
154013_2_9190	9190	Structuur	0	RapportageHR	1	60	0.431	0.831
154013_2_9190	9190	Vegetatie	1	RapportageHR	0	100	0.5	1
154013_2_9190	9190	Verstoring	1	RapportageHR	0	100	0.5282	1
154019_2_9120	9120	Structuur	1	RapportageHR	0	80	0.0278	0.8
154019_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.3689	0.6311
154019_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.1501	0.8056
154032_2_9120	9120	Structuur	0	RapportageHR	2	60	0.107	0.7356
154032_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.8785	0.1215
154032_2_9120	9120	Verstoring	0	RapportageHR	1	66.6667	0.5177	0.8594
154032_2_91E0_va	91E0_va	Structuur	0	RapportageHR	2	60	0.1376	0.7662
154032_2_91E0_va	91E0_va	Vegetatie	0	RapportageHR	0	0	-0.4741	0.5258
154032_2_91E0_va	91E0_va	Verstoring	0	RapportageHR	2	33.3333	0.151	0.826
154072_2_9120	9120	Structuur	0	RapportageHR	1	40	-0.3806	0.568
154072_2_9120	9120	Vegetatie	0	RapportageHR	0	50	0	0.5
154072_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.9667	1
154072_3_9120	9120	Structuur	0	RapportageHR	1	60	-0.114	0.6347
154072_3_9120	9120	Vegetatie	0	RapportageHR	0	50	0	0.5
154072_3_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.4532	0.8941
154091_2_9120	9120	Structuur	0	RapportageHR	1	60	0.0443	0.643
154091_2_9120	9120	Vegetatie	0	RapportageHR	0	50	0.0715	0.5714
154091_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.9833	1
154101_2_9120	9120	Structuur	0	RapportageHR	1	60	-0.0939	0.6061
154101_2_9120	9120	Vegetatie	0	RapportageHR	0	50	-0.0091	0.5714
154101_2_9120	9120	Verstoring	1	RapportageHR	0	100	0.6333	1
155024_2_9120	9120	Structuur	0	RapportageHR	1	80	0.3071	0.833
155024_2_9120	9120	Vegetatie	0	RapportageHR	0	0	-0.6016	0.3985
155024_2_9120	9120	Verstoring	1	RapportageHR	0	66.6667	0.3541	0.9385
155133_2_91E0_vn	91E0_vn	Structuur	0	RapportageHR	1	80	0.3274	0.8713
155133_2_91E0_vn	91E0_vn	Vegetatie	0	RapportageHR	0	0	-0.5936	0.4065
155133_2_91E0_vn	91E0_vn	Verstoring	0	RapportageHR	2	33.3333	0.2956	0.9623
155136_2_91E0_vn	91E0_vn	Structuur	0	RapportageHR	2	60	0.0792	0.7611
155136_2_91E0_vn	91E0_vn	Vegetatie	0	RapportageHR	0	0	-0.4215	0.5785
155136_2_91E0_vn	91E0_vn	Verstoring	0	RapportageHR	1	66.6667	0.5648	0.8981
155139_2_91E0_sf	91E0_sf	Structuur	0	RapportageHR	1	50	-0.1795	0.608
155139_2_91E0_sf	91E0_sf	Vegetatie	0	RapportageHR	0	0	-0.7857	0.2143
155139_2_91E0_sf	91E0_sf	Verstoring	0	RapportageHR	1	50	-0.0675	0.8138
155139_3_91E0_sf	91E0_sf	Structuur	0	RapportageHR	1	50	-0.2541	0.5334
