schaal	type_resultaat	habitattype	sbzh	habitatsubtype	criterium	indicator	belang	index_diff_mean	index_diff_llci_0.95	index_diff_ulci_0.95	klasse
Vlaanderen	Habitattype	91E0	Binnen & Buiten	91E0_va; 91E0_vm; 91E0_vo; 91E0_vn; 91E0_vc	Structuur	verticale structuur	b	-0.133566	-0.31687	0.0497369	9
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	Structuur	aandeel dood hout	b	0.0884728	-0.0827483	0.259694	8
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	Structuur	bosconstantie	zb	0.0112172	-0.000876068	0.0233105	4
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	Structuur	horizontale structuur - groeiklassen	b	-0.0267262	-0.127232	0.0737792	9
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	Verstoring	invasieve exoten van de kruidlaag	zb	0.0861181	-0.0181112	0.190347	8
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	Structuur	minimum structuurareaal	zb	-0.000525576	-0.00128738	0.000236232	4
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	-0.0220033	-0.205114	0.161108	10
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	Vegetatie	sleutelsoorten van de kruidlaag	b	0.029204	-0.0600634	0.118471	8
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_sf; 91E0_vo; 91E0_vn; 91E0_vc	Verstoring	verruiging	zb	-0.134673	-0.282354	0.013008	9
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_vo; 91E0_vn; 91E0_vc	Verstoring	invasieve exoten van de boom- en struiklaag	b	-0.0373959	-0.144541	0.0697488	9
Vlaanderen	sbzh	91E0	Binnen	91E0_va; 91E0_vm; 91E0_vo; 91E0_vn; 91E0_vc	Structuur	verticale structuur	b	0.0179062	-0.175537	0.21135	10
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Structuur	aandeel dood hout	b	0.0471793	-0.202498	0.296857	10
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Structuur	bosconstantie	zb	0	0	0	4
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Structuur	horizontale structuur - groeiklassen	b	-0.0988022	-0.260026	0.0624212	9
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Verstoring	invasieve exoten van de boom- en struiklaag	b	0.0382685	-0.0661864	0.142723	8
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Verstoring	invasieve exoten van de kruidlaag	zb	-0.052982	-0.173392	0.0674284	9
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Structuur	minimum structuurareaal	zb	0.00953488	-0.00955661	0.0286264	4
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Vegetatie	sleutelsoorten van de boom- en struiklaag	b	-0.0906963	-0.368325	0.186933	10
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Vegetatie	sleutelsoorten van de kruidlaag	b	-0.0368475	-0.116875	0.0431804	9
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Verstoring	verruiging	zb	0.0057502	-0.184502	0.196003	10
Vlaanderen	sbzh	91E0	Buiten	91E0_va; 91E0_vm; 91E0_vn; 91E0_vc	Structuur	verticale structuur	b	-0.260608	-0.575403	0.0541877	9
