plot_id	periode	habitattype	msa_area_ha
86117	1	91E0_vn	0.4742
86117	2	9120	20.1815
86117	2	91E0_vn	0.4742
86133	1	9120	45.6826
86133	1	9190	14.6993
86133	1	91E0_va_91E0_vc	5.8922
86133	1	91E0_vm	0.2575
86133	2	9120	45.6826
86133	2	9190	14.6993
86133	2	91E0_va_91E0_vc	5.8922
86133	2	91E0_vm	0.2575
86134	1	9120	45.6826
86134	1	9190	14.6993
86134	1	91E0_va_91E0_vc	5.8922
86134	1	91E0_vm	0.2575
86134	2	9120	45.6826
86134	2	9190	14.6993
86134	2	91E0_va_91E0_vc	5.8922
86134	2	91E0_vm	0.2575
86136	1	9120	4.67
86136	1	91E0_va_91E0_vc	0.3978
86136	2	9120	4.67
86136	2	91E0_va_91E0_vc	0.3978
86141	1	9120	45.6826
86141	1	9190	14.6993
86141	1	91E0_va_91E0_vc	5.8922
86141	1	91E0_vm	0.2575
86141	2	9120	45.6826
86141	2	9190	14.6993
86141	2	91E0_va_91E0_vc	5.8922
86141	2	91E0_vm	0.2575
86142	1	9190	0.6225
86142	2	9190	0.6225
86144	1	9120	4.328
86144	1	9190	1.898
86144	1	91E0_va_91E0_vc	1.8458
86144	1	91E0_vm	0.7911
86144	2	9120	4.328
86144	2	9190	1.898
86144	2	91E0_va_91E0_vc	1.8458
86144	2	91E0_vm	0.7911
86145	1	9120	0.8669
86145	2	9120	0.8669
86145	3	9120	0.8669
86149	1	9120	45.6826
86149	1	9190	14.6993
86149	1	91E0_va_91E0_vc	5.8922
86149	1	91E0_vm	0.2575
86149	2	9120	45.6826
86149	2	9190	14.6993
86149	2	91E0_va_91E0_vc	5.8922
86149	2	91E0_vm	0.2575
87010	1	9190	1.6696
87010	1	91E0_vn	2.0835
87010	2	9190	1.6696
87010	2	91E0_vn	2.0835
87119	1	9120	9.251
87119	1	9190	0.5618
87119	1	91E0_vm	0.3623
87119	2	9120	9.251
87119	2	9190	0.5618
87119	2	91E0_vm	0.3623
87123	1	9120	0.497
87123	1	9190	0.3443
87123	1	91E0_vn	3.0028
87123	2	9120	0.497
87123	2	9190	0.3443
87123	2	91E0_vn	3.0028
87127	1	9120	96.3873
87127	1	9160	0.3665
87127	1	9190	2.7271
87127	1	91E0_va_91E0_vc	13.8321
87127	1	91E0_vm	0.4367
87127	1	91E0_vn	0.7302
87127	2	9120	96.3873
87127	2	9160	0.3665
87127	2	9190	2.7271
87127	2	91E0_va_91E0_vc	13.8321
87127	2	91E0_vm	0.4367
87127	2	91E0_vn	0.7302
87131	1	9120	0.3929
87131	1	91E0_vn	1.1934
87131	2	9120	0.3929
87131	2	91E0_vn	1.1934
87135	1	9120	96.3873
87135	1	9160	0.3665
87135	1	9190	2.7271
87135	1	91E0_va_91E0_vc	13.8321
87135	1	91E0_vm	0.4367
87135	1	91E0_vn	0.7302
87135	2	9120	96.3873
87135	2	9160	0.3665
87135	2	9190	2.7271
87135	2	91E0_va_91E0_vc	13.8321
87135	2	91E0_vm	0.4367
87135	2	91E0_vn	0.7302
88004	1	9190	0.4457
88004	1	91E0_vo	0.7603
88004	2	9190	0.4457
88004	2	91E0_vo	0.7603
88040	1	9190	12.1649
88040	1	91E0_vm	23.1214
88040	1	91E0_vo	13.0013
88040	2	9190	12.1649
88040	2	91E0_vm	23.1214
88040	2	91E0_vo	13.0013
88058	1	9190	8.2606
88058	1	91E0_vn	0.6293
88058	2	9190	8.2606
88058	2	91E0_vn	0.6293
88082	1	9190	29.2175
88082	1	91E0_va_91E0_vc	2.4348
88082	1	91E0_vn	2.4348
88082	2	9190	29.2175
88082	2	91E0_va_91E0_vc	2.4348
88082	2	91E0_vn	2.4348
88088	1	9120	0.6631
88088	2	9120	0.6631
88090	1	9190	29.2175
88090	1	91E0_va_91E0_vc	2.4348
88090	1	91E0_vn	2.4348
88090	2	9190	29.2175
88090	2	91E0_va_91E0_vc	2.4348
88090	2	91E0_vn	2.4348
88092	1	9160	1.7456
88092	2	9160	1.7456
88113	1	9120	56.1321
88113	1	9160	0.2467
88113	1	9190	4.6073
88113	1	91E0_va_91E0_vc	0.812
88113	1	91E0_vm	3.4742
88113	1	91E0_vn	2.1015
88113	2	9120	56.1321
88113	2	9160	0.2467
88113	2	9190	4.6073
88113	2	91E0_va_91E0_vc	0.812
88113	2	91E0_vm	3.4742
88113	2	91E0_vn	2.1015
88121	1	9120	56.1321
88121	1	9160	0.2467
88121	1	9190	4.6073
88121	1	91E0_va_91E0_vc	0.812
88121	1	91E0_vm	3.4742
88121	1	91E0_vn	2.1015
88121	2	9120	56.1321
88121	2	9160	0.2467
88121	2	9190	4.6073
88121	2	91E0_va_91E0_vc	0.812
88121	2	91E0_vm	3.4742
88121	2	91E0_vn	2.1015
88123	1	9190	9.5759
88123	2	9190	9.5759
88129	1	9120	56.1321
88129	1	9160	0.2467
88129	1	9190	4.6073
88129	1	91E0_va_91E0_vc	0.812
88129	1	91E0_vm	3.4742
88129	1	91E0_vn	2.1015
88129	2	9120	56.1321
88129	2	9160	0.2467
88129	2	9190	4.6073
88129	2	91E0_va_91E0_vc	0.812
88129	2	91E0_vm	3.4742
88129	2	91E0_vn	2.1015
88134	1	9190	2.4368
88134	2	9190	2.4368
88144	1	9190	1.5393
88144	1	91E0_vm	18.9705
88144	1	91E0_vo	1.8897
88144	2	9190	1.5393
88144	2	91E0_vm	18.9705
88144	2	91E0_vo	1.8897
88152	1	9190	1.5393
88152	1	91E0_vm	18.9705
88152	1	91E0_vo	1.8897
88152	2	9190	1.5393
88152	2	91E0_vm	18.9705
88152	2	91E0_vo	1.8897
88155	1	9190	24.9715
88155	1	91E0_vm	48.3696
88155	1	91E0_vn	5.1649
88155	1	91E0_vo	5.9463
88155	2	9190	24.9715
88155	2	91E0_vm	48.3696
88155	2	91E0_vn	5.1649
88155	2	91E0_vo	5.9463
88156	1	9190	24.9715
88156	1	91E0_vm	48.3696
88156	1	91E0_vn	5.1649
88156	1	91E0_vo	5.9463
88156	2	9190	24.9715
88156	2	91E0_vm	48.3696
88156	2	91E0_vn	5.1649
88156	2	91E0_vo	5.9463
88160	1	9190	1.5393
88160	1	91E0_vm	18.9705
88160	1	91E0_vo	1.8897
88160	2	9190	1.5393
88160	2	91E0_vm	18.9705
88160	2	91E0_vo	1.8897
91017	1	9190	8.9432
91017	2	9190	8.9432
91017	3	9190	8.9432
91025	1	9190	8.9432
91025	2	9190	8.9432
91025	3	9190	8.9432
91108	1	9190	7.6199
91108	2	9190	7.6199
91108	3	9190	7.6199
91123	1	9190	8.148
91123	2	9190	8.148
91123	3	9190	8.148
91143	1	9190	1.3931
91143	2	9190	1.3931
91143	3	9190	1.3931
95001	1	9190	18.5745
95001	1	91E0_vm	0.4745
95001	1	91E0_vo	0.203
95001	2	9190	18.5745
95001	2	91E0_vm	0.4745
95001	2	91E0_vo	0.203
95001	3	9190	18.5745
95001	3	91E0_vm	0.4745
95001	3	91E0_vo	0.203
95004	1	9190	17.9343
95004	2	9190	17.9343
95004	3	9190	17.9343
95011	1	9190	3.7677
95011	2	9190	3.7677
95011	3	9190	3.7677
95012	1	9190	17.9343
95012	2	9190	17.9343
95012	3	9190	17.9343
95030	1	9190	5.633
95030	2	9190	5.633
95030	3	9190	5.633
95041	1	91E0_vo	0.7089
95041	2	91E0_vo	0.7089
95041	3	91E0_vo	0.7089
96041	1	9190	10.2288
96041	1	91E0_vo	0.1151
96041	2	9190	10.2288
96041	2	91E0_vo	0.1151
96041	3	9190	10.2288
96041	3	91E0_vo	0.1151
96073	1	9190	0.833
96073	1	91E0_vm	0.1999
96073	2	9190	0.833
96073	2	91E0_vm	0.1999
96073	3	9190	0.833
96073	3	91E0_vm	0.1999
96103	1	9120	2.7452
96103	2	9120	2.7452
96103	3	9120	2.7452
96117	1	9190	6.108
96117	2	9190	6.108
96117	3	9190	6.108
96124	1	9120	7.0845
96124	1	9190	51.6526
96124	1	91E0	0.8565
96124	1	91E0_vm	0.921
96124	1	91E0_vn	13.7135
96124	1	91E0_vo	1.02
96124	2	9120	7.0845
96124	2	9190	51.6526
96124	2	91E0	0.8565
96124	2	91E0_vm	0.921
96124	2	91E0_vn	13.7135
96124	2	91E0_vo	1.02
96124	3	9120	7.0845
96124	3	9190	51.6526
96124	3	91E0	0.8565
96124	3	91E0_vm	0.921
96124	3	91E0_vn	13.7135
96124	3	91E0_vo	1.02
96127	1	9190	5.0622
96127	2	9190	5.0622
96127	3	9190	5.0622
96128	1	9190	5.0622
96128	2	9190	5.0622
96128	3	9190	5.0622
96137	1	9190	6.1651
96137	2	9190	6.1651
96137	3	9190	6.1651
96148	1	9120	7.0845
96148	1	9190	51.6526
96148	1	91E0	0.8565
96148	1	91E0_vm	0.921
96148	1	91E0_vn	13.7135
96148	1	91E0_vo	1.02
96148	2	9120	7.0845
96148	2	9190	51.6526
96148	2	91E0	0.8565
96148	2	91E0_vm	0.921
96148	2	91E0_vn	13.7135
96148	2	91E0_vo	1.02
96148	3	9120	7.0845
96148	3	9190	51.6526
96148	3	91E0	0.8565
96148	3	91E0_vm	0.921
96148	3	91E0_vn	13.7135
96148	3	91E0_vo	1.02
117136	1	2180	29.5408
117136	2	2180	29.5408
117141	1	2180	55.8672
117141	2	2180	55.8672
117142	1	2180	55.8672
117142	2	2180	55.8672
117143	1	2180	55.8672
117143	2	2180	55.8672
117144	1	2180	29.5408
117144	2	2180	29.5408
117149	1	2180	55.8672
117149	2	2180	55.8672
117150	1	2180	55.8672
117150	2	2180	55.8672
117151	1	2180	55.8672
117151	2	2180	55.8672
117157	1	2180	55.8672
117157	2	2180	55.8672
117158	1	2180	55.8672
117158	2	2180	55.8672
118071	1	2180	35.8613
118071	2	2180	35.8613
118076	1	2180	0.4651
118076	2	2180	0.4651
118084	1	2180	5.2602
118084	2	2180	5.2602
118085	1	2180	5.2602
118085	2	2180	5.2602
118092	1	2180	5.2602
118092	2	2180	5.2602
118093	1	2180	0.5565
118093	2	2180	0.5565
118121	1	2180	23.3002
118121	2	2180	23.3002
121150	1	2180	0.1558
121150	2	2180	0.1558
121150	3	2180	0.1558
124152	1	9120	6.9102
124152	2	9120	6.9102
125012	1	2180	1.5567
125012	2	2180	1.5567
125012	3	2180	1.5567
128016	1	9120	2.085
128016	2	9120	2.085
128052	1	9120	28.954
128052	1	91E0_vo	0.1359
128052	2	9120	28.954
128052	2	91E0_vo	0.1359
128138	1	9120	24.1182
128138	1	9160	0.5905
128138	2	9120	24.1182
128138	2	9160	0.5905
128147	1	9120	8.952
128147	2	9120	8.952
128151	1	9120	22.061
128151	2	9120	22.061
128159	1	9120	22.061
128159	2	9120	22.061
131044	1	9120	4.2286
131044	2	9120	4.2286
131159	1	91E0_vn	4.0392
131159	2	91E0_vn	4.0392
132097	1	9120	26.934
132097	1	91E0_va_91E0_vc	3.5833
132097	1	91E0_vn	0.8852
132097	2	9120	26.934
132097	2	91E0_va_91E0_vc	3.5833
132097	2	91E0_vn	0.8852
132097	3	9120	26.934
132097	3	91E0_va_91E0_vc	3.5833
132097	3	91E0_vn	0.8852
132130	1	9120	4.2299
132130	2	9120	4.2299
132130	3	9120	4.2299
133153	1	9120	25.513
133153	1	91E0_va_91E0_vc	8.9274
133153	1	91E0_vn	0.9773
133153	2	9120	25.513
133153	2	91E0_va_91E0_vc	8.9274
133153	2	91E0_vn	0.9773
133153	3	9120	25.513
133153	3	91E0_va_91E0_vc	8.9274
133153	3	91E0_vn	0.9773
134040	1	9120	2.1208
134040	2	9120	2.1208
134128	1	9120	1.2443
134128	2	9120	1.2443
135020	1	9120	8.9589
135020	1	9160	0.7396
135020	1	91E0_va_91E0_vc	4.069
135020	2	9120	8.9589
135020	2	9160	0.7396
135020	2	91E0_va_91E0_vc	4.069
135041	1	9120	2.3898
135041	1	9160	2.8868
135041	2	9120	2.3898
135041	2	9160	2.8868
135046	1	9120	18.8448
135046	1	91E0_va_91E0_vc	10.9048
135046	2	9120	18.8448
135046	2	91E0_va_91E0_vc	10.9048
135054	1	9120	18.8448
135054	1	91E0_va_91E0_vc	10.9048
135054	2	9120	18.8448
135054	2	91E0_va_91E0_vc	10.9048
135069	1	9120	23.7151
135069	1	9160	0.3568
135069	1	91E0_va_91E0_vc	7.4288
135069	2	9120	23.7151
135069	2	9160	0.3568
135069	2	91E0_va_91E0_vc	7.4288
135081	1	9120	22.7078
135081	2	9120	22.7078
135082	1	9120	30.3471
135082	1	91E0_vn	1.3014
135082	2	9120	30.3471
135082	2	91E0_vn	1.3014
135083	1	9120	19.4821
135083	1	91E0_vn	0.8903
135083	2	9120	19.4821
135083	2	91E0_vn	0.8903
135098	1	9120	30.3471
135098	1	91E0_vn	1.3014
135098	2	9120	30.3471
135098	2	91E0_vn	1.3014
135099	1	9120	18.6177
135099	1	91E0_vn	1.1744
135099	2	9120	18.6177
135099	2	91E0_vn	1.1744
135102	1	9120	3.8349
135102	2	9120	3.8349
135104	1	9120	139.1184
135104	1	91E0_vo	0
135104	2	9120	139.1184
135104	2	91E0_vo	0
135118	1	9160	0.7721
135118	2	9160	0.7721
135132	1	9120	11.8482
135132	2	9120	11.8482
135151	1	9120	1.6467
135151	1	9160	1.7673
135151	1	91E0_va_91E0_vc	5.0987
135151	1	91E0_vn	0.8107
135151	2	9120	1.6467
135151	2	9160	1.7673
135151	2	91E0_va_91E0_vc	5.0987
135151	2	91E0_vn	0.8107
136007	1	9120	8.2199
136007	2	9120	8.2199
136007	3	9120	8.2199
136040	1	9120	1.7809
136040	2	9120	1.7809
136040	3	9120	1.7809
136102	1	9120	2.0294
136102	2	9120	2.0294
136102	3	9120	2.0294
136113	1	9120	139.1184
136113	1	91E0_vo	0
136113	2	9120	139.1184
136113	2	91E0_vo	0
136113	3	9120	139.1184
136113	3	91E0_vo	0
136114	1	9120	139.1184
136114	1	91E0_vo	0
136114	2	9120	139.1184
136114	2	91E0_vo	0
136114	3	9120	139.1184
136114	3	91E0_vo	0
136121	1	9120	139.1184
136121	1	91E0_vo	0
136121	2	9120	139.1184
136121	2	91E0_vo	0
136121	3	9120	139.1184
136121	3	91E0_vo	0
136143	1	9120	78.6736
136143	2	9120	78.6736
136143	3	9120	78.6736
136152	1	9120	3.3379
136152	2	9120	3.3379
136152	3	9120	3.3379
137010	1	91E0_va_91E0_vc	2.5583
137010	2	91E0_va_91E0_vc	2.5583
137010	3	91E0_va_91E0_vc	2.5583
137011	1	9120	5.538
137011	2	9120	5.538
137011	3	9120	5.538
137028	1	9120	11.5363
137028	2	9120	11.5363
137028	3	9120	11.5363
137035	1	9120	43.6416
137035	1	91E0_vo	1.1699
137035	2	9120	43.6416
137035	2	91E0_vo	1.1699
137035	3	9120	43.6416
137035	3	91E0_vo	1.1699
137037	1	9120	3.3818
137037	2	9120	3.3818
137037	3	9120	3.3818
137052	1	9120	105.6687
137052	2	9120	105.6687
137052	3	9120	105.6687
137053	1	9120	105.6687
137053	2	9120	105.6687
137053	3	9120	105.6687
137054	1	9120	7.4901
137054	2	9120	7.4901
137054	3	9120	7.4901
137060	1	9120	105.6687
137060	2	9120	105.6687
137060	3	9120	105.6687
138019	1	9120	8.91
138019	2	9120	8.91
138019	3	9120	8.91
138020	1	9120	116.1024
138020	1	91E0_va_91E0_vc	0.2937
138020	1	91E0_vm	10.2119
138020	1	91E0_vn	12.6885
138020	1	91E0_vo	0.2253
138020	2	9120	116.1024
138020	2	91E0_va_91E0_vc	0.2937
138020	2	91E0_vm	10.2119
138020	2	91E0_vn	12.6885
138020	2	91E0_vo	0.2253
138020	3	9120	116.1024
138020	3	91E0_va_91E0_vc	0.2937
138020	3	91E0_vm	10.2119
138020	3	91E0_vn	12.6885
138020	3	91E0_vo	0.2253
138024	1	9120	64.4577
138024	1	91E0_va_91E0_vc	0.2894
138024	1	91E0_vn	1.2257
138024	2	9120	64.4577
138024	2	91E0_va_91E0_vc	0.2894
138024	2	91E0_vn	1.2257
138027	1	9120	116.1024
138027	1	91E0_va_91E0_vc	0.2937
138027	1	91E0_vm	10.2119
138027	1	91E0_vn	12.6885
138027	1	91E0_vo	0.2253
138027	2	9120	116.1024
138027	2	91E0_va_91E0_vc	0.2937
138027	2	91E0_vm	10.2119
138027	2	91E0_vn	12.6885
138027	2	91E0_vo	0.2253
138027	3	9120	116.1024
138027	3	91E0_va_91E0_vc	0.2937
138027	3	91E0_vm	10.2119
138027	3	91E0_vn	12.6885
138027	3	91E0_vo	0.2253
138028	1	9120	116.1024
138028	1	91E0_va_91E0_vc	0.2937
138028	1	91E0_vm	10.2119
138028	1	91E0_vn	12.6885
138028	1	91E0_vo	0.2253
138028	2	9120	116.1024
138028	2	91E0_va_91E0_vc	0.2937
138028	2	91E0_vm	10.2119
138028	2	91E0_vn	12.6885
138028	2	91E0_vo	0.2253
138028	3	9120	116.1024
138028	3	91E0_va_91E0_vc	0.2937
138028	3	91E0_vm	10.2119
138028	3	91E0_vn	12.6885
138028	3	91E0_vo	0.2253
138036	1	9120	116.1024
138036	1	91E0_va_91E0_vc	0.2937
138036	1	91E0_vm	10.2119
138036	1	91E0_vn	12.6885
138036	1	91E0_vo	0.2253
138036	2	9120	116.1024
138036	2	91E0_va_91E0_vc	0.2937
138036	2	91E0_vm	10.2119
138036	2	91E0_vn	12.6885
138036	2	91E0_vo	0.2253
138036	3	9120	116.1024
138036	3	91E0_va_91E0_vc	0.2937
138036	3	91E0_vm	10.2119
138036	3	91E0_vn	12.6885
138036	3	91E0_vo	0.2253
138097	1	9120	4.0711
138097	2	9120	4.0711
138097	3	9120	4.0711
138098	1	9120	5.7236
138098	2	9120	5.7236
138098	3	9120	5.7236
142137	1	9120	0.3862
142137	2	9120	0.3862
144048	1	9120	51.1362
144048	1	9190	0.4257
144048	1	91E0_vm	27.156
144048	1	91E0_vo	3.2338
144048	2	9120	51.1362
144048	2	9190	0.4257
144048	2	91E0_vm	27.156
144048	2	91E0_vo	3.2338
144048	3	9120	51.1362
144048	3	9190	0.4257
144048	3	91E0_vm	27.156
144048	3	91E0_vo	3.2338
144055	1	9120	51.1362
144055	1	9190	0.4257
144055	1	91E0_vm	27.156
144055	1	91E0_vo	3.2338
144055	2	9120	51.1362
144055	2	9190	0.4257
144055	2	91E0_vm	27.156
144055	2	91E0_vo	3.2338
144055	3	9120	51.1362
144055	3	9190	0.4257
144055	3	91E0_vm	27.156
144055	3	91E0_vo	3.2338
144056	1	9120	51.1362
144056	1	9190	0.4257
144056	1	91E0_vm	27.156
144056	1	91E0_vo	3.2338
144056	2	9120	51.1362
144056	2	9190	0.4257
144056	2	91E0_vm	27.156
144056	2	91E0_vo	3.2338
144056	3	9120	51.1362
144056	3	9190	0.4257
144056	3	91E0_vm	27.156
144056	3	91E0_vo	3.2338
144126	1	91E0_vm	12.7914
144126	2	91E0_vm	12.7914
144126	3	91E0_vm	12.7914
145157	1	91E0_vn	0.0816
145157	2	91E0_vn	0.0816
147004	1	9120	3.9078
147004	2	9120	3.9078
147004	3	9120	3.9078
147049	1	91E0_va_91E0_vc	10.4757
147049	2	91E0_va_91E0_vc	10.4757
147049	3	91E0_va_91E0_vc	10.4757
147055	1	91E0	1.6292
147055	2	91E0	1.6292
147055	3	91E0	1.6292
147059	1	9120	29.5062
147059	1	91E0	1.3941
147059	1	91E0_va_91E0_vc	2.9588
147059	1	91E0_vn	1.1686
147059	2	9120	29.5062
147059	2	91E0	1.3941
147059	2	91E0_va_91E0_vc	2.9588
147059	2	91E0_vn	1.1686
147059	3	9120	29.5062
147059	3	91E0	1.3941
147059	3	91E0_va_91E0_vc	2.9588
147059	3	91E0_vn	1.1686
147067	1	9120	29.5062
147067	1	91E0	1.3941
147067	1	91E0_va_91E0_vc	2.9588
147067	1	91E0_vn	1.1686
147067	2	9120	29.5062
147067	2	91E0	1.3941
147067	2	91E0_va_91E0_vc	2.9588
147067	2	91E0_vn	1.1686
147067	3	9120	29.5062
147067	3	91E0	1.3941
147067	3	91E0_va_91E0_vc	2.9588
147067	3	91E0_vn	1.1686
147068	1	9120	15.0478
147068	1	91E0_va_91E0_vc	11.6857
147068	1	91E0_vn	6.4212
147068	2	9120	15.0478
147068	2	91E0_va_91E0_vc	11.6857
147068	2	91E0_vn	6.4212
147068	3	9120	15.0478
147068	3	91E0_va_91E0_vc	11.6857
147068	3	91E0_vn	6.4212
147141	1	91E0_vn	0.4035
147141	2	91E0_vn	0.4035
147141	3	91E0_vn	0.4035
148018	1	9120	21.7301
148018	1	91E0_vm	14.3999
148018	1	91E0_vn	10.287
148018	2	9120	21.7301
148018	2	91E0_vm	14.3999
148018	2	91E0_vn	10.287
148018	3	9120	21.7301
148018	3	91E0_vm	14.3999
148018	3	91E0_vn	10.287
148025	1	9120	31.9258
148025	1	91E0_va_91E0_vc	20.4239
148025	1	91E0_vn	6.6937
148025	2	9120	31.9258
148025	2	91E0_va_91E0_vc	20.4239
148025	2	91E0_vn	6.6937
148025	3	9120	31.9258
148025	3	91E0_va_91E0_vc	20.4239
148025	3	91E0_vn	6.6937
148032	1	9120	1.7019
148032	2	9120	1.7019
148032	3	9120	1.7019
148040	1	9120	1.7019
148040	2	9120	1.7019
148040	3	9120	1.7019
148087	1	9120	0.2514
148087	2	9120	0.2514
148087	3	9120	0.2514
148135	1	91E0_sf	4.0417
148135	2	91E0_sf	4.0417
148135	3	91E0_sf	4.0417
154013	1	9120	68.3102
154013	1	9190	10.6773
154013	2	9120	68.3102
154013	2	9190	10.6773
154013	3	9120	68.3102
154013	3	9190	10.6773
154019	1	9120	50.5656
154019	1	9190	2.2553
154019	1	91E0_va_91E0_vc	9.5293
154019	2	9120	50.5656
154019	2	9190	2.2553
154019	2	91E0_va_91E0_vc	9.5293
154019	3	9120	50.5656
154019	3	9190	2.2553
154019	3	91E0_va_91E0_vc	9.5293
154020	1	9120	50.5656
154020	1	9190	2.2553
154020	1	91E0_va_91E0_vc	9.5293
154020	2	9120	50.5656
154020	2	9190	2.2553
