plot_id	periode	blk
78135	3	Bos ontstaan na +/- 1940
78140	1	Bos ontstaan na +/- 1940
78140	2	Bos ontstaan na +/- 1940
78140	3	Bos ontstaan na +/- 1940
78141	1	Bos ontstaan na +/- 1930
78141	2	Bos ontstaan na +/- 1930
78141	3	Bos ontstaan na +/- 1930
78142	1	Bos ontstaan na +/- 1940
78142	2	Bos ontstaan na +/- 1940
78142	3	Bos ontstaan na +/- 1940
78143	1	Bos ontstaan tussen 1850 en +/- 1940
78143	2	Bos ontstaan tussen 1850 en +/- 1940
78143	3	Bos ontstaan tussen 1850 en +/- 1940
78144	1	Bos ontstaan tussen 1850 en +/- 1940
78144	2	Bos ontstaan tussen 1850 en +/- 1940
78144	3	Bos ontstaan tussen 1850 en +/- 1940
78148	1	Bos ontstaan na +/- 1930
78148	2	Bos ontstaan na +/- 1930
78148	3	Bos ontstaan na +/- 1930
78150	1	Bos ontstaan tussen 1850 en +/- 1940
78150	2	Bos ontstaan tussen 1850 en +/- 1940
78150	3	Bos ontstaan tussen 1850 en +/- 1940
78156	1	Bos ontstaan na +/- 1940
78156	2	Bos ontstaan na +/- 1940
78156	3	Bos ontstaan na +/- 1940
78157	1	Bos ontstaan tussen 1850 en +/- 1940
78157	2	Bos ontstaan tussen 1850 en +/- 1940
78157	3	Bos ontstaan tussen 1850 en +/- 1940
78158	1	Bos ontstaan tussen 1850 en +/- 1940
78158	2	Bos ontstaan tussen 1850 en +/- 1940
78158	3	Bos ontstaan tussen 1850 en +/- 1940
78160	1	Bos ontstaan tussen 1775 en 1850
78160	2	Bos ontstaan tussen 1775 en 1850
78160	3	Bos ontstaan tussen 1775 en 1850
81065	1	Bos ontstaan tussen 1850 en +/- 1940
81065	2	Bos ontstaan tussen 1850 en +/- 1940
81065	3	Bos ontstaan tussen 1850 en +/- 1940
81066	1	Bos ontstaan tussen 1850 en +/- 1940
81066	2	Bos ontstaan tussen 1850 en +/- 1940
81066	3	Bos ontstaan tussen 1850 en +/- 1940
81073	1	Bos ontstaan tussen 1850 en +/- 1940
81073	2	Bos ontstaan tussen 1850 en +/- 1940
81073	3	Bos ontstaan tussen 1850 en +/- 1940
81074	1	Bos ontstaan na +/- 1930
81074	2	Bos ontstaan na +/- 1930
81074	3	Bos ontstaan na +/- 1930
81082	1	Bos ontstaan tussen 1850 en +/- 1930
81082	2	Bos ontstaan tussen 1850 en +/- 1930
81082	3	Bos ontstaan tussen 1850 en +/- 1930
81090	1	Bos ontstaan tussen 1850 en +/- 1930
81090	2	Bos ontstaan tussen 1850 en +/- 1930
81090	3	Bos ontstaan tussen 1850 en +/- 1930
81093	1	Bos ontstaan na +/- 1940
81093	2	Bos ontstaan na +/- 1940
81093	3	Bos ontstaan na +/- 1940
81101	1	Bos ontstaan na +/- 1940
81101	2	Bos ontstaan na +/- 1940
81101	3	Bos ontstaan na +/- 1940
81124	1	Bos ontstaan tussen 1850 en +/- 1940
81124	2	Bos ontstaan tussen 1850 en +/- 1940
81124	3	Bos ontstaan tussen 1850 en +/- 1940
81131	1	Bos ontstaan tussen 1850 en +/- 1940
81131	2	Bos ontstaan tussen 1850 en +/- 1940
81131	3	Bos ontstaan tussen 1850 en +/- 1940
81133	1	Bos ontstaan tussen 1850 en +/- 1940
81133	2	Bos ontstaan tussen 1850 en +/- 1940
81133	3	Bos ontstaan tussen 1850 en +/- 1940
81139	1	Bos ontstaan na +/- 1940
81139	2	Bos ontstaan na +/- 1940
81139	3	Bos ontstaan na +/- 1940
81140	1	Bos ontstaan tussen 1850 en +/- 1940
81140	2	Bos ontstaan tussen 1850 en +/- 1940
81140	3	Bos ontstaan tussen 1850 en +/- 1940
81146	1	Bos ontstaan tussen 1850 en +/- 1940
81146	2	Bos ontstaan tussen 1850 en +/- 1940
81146	3	Bos ontstaan tussen 1850 en +/- 1940
82037	1	Bos ontstaan na +/- 1930
82037	2	Bos ontstaan na +/- 1930
82061	1	Bos ontstaan tussen 1850 en +/- 1930
82061	2	Bos ontstaan tussen 1850 en +/- 1930
82126	1	Bos ontstaan voor 1775
82126	2	Bos ontstaan voor 1775
83017	1	Bos ontstaan tussen 1850 en +/- 1940
83017	2	Bos ontstaan tussen 1850 en +/- 1940
83019	1	Bos ontstaan tussen 1850 en +/- 1940
83019	2	Bos ontstaan tussen 1850 en +/- 1940
83025	1	Bos ontstaan tussen 1850 en +/- 1940
83025	2	Bos ontstaan tussen 1850 en +/- 1940
83067	1	Bos ontstaan tussen 1850 en +/- 1940
83067	2	Bos ontstaan tussen 1850 en +/- 1940
83069	1	Bos ontstaan na +/- 1930
83069	2	Bos ontstaan na +/- 1930
83070	1	Bos ontstaan na +/- 1930
83070	2	Bos ontstaan na +/- 1930
83083	1	Bos ontstaan tussen 1850 en +/- 1940
83083	2	Bos ontstaan tussen 1850 en +/- 1940
83086	1	Bos ontstaan tussen 1850 en +/- 1940
83086	2	Bos ontstaan tussen 1850 en +/- 1940
83089	1	Bos ontstaan na +/- 1940
83089	2	Bos ontstaan na +/- 1940
83091	1	Bos ontstaan tussen 1850 en +/- 1940
83091	2	Bos ontstaan tussen 1850 en +/- 1940
83094	1	Bos ontstaan tussen 1850 en +/- 1940
83094	2	Bos ontstaan tussen 1850 en +/- 1940
83102	1	Bos ontstaan na +/- 1930
83102	2	Bos ontstaan na +/- 1930
83103	1	Bos ontstaan tussen 1850 en +/- 1930
83103	2	Bos ontstaan tussen 1850 en +/- 1930
83108	1	Bos ontstaan tussen 1850 en +/- 1940
83108	2	Bos ontstaan tussen 1850 en +/- 1940
83112	1	Bos ontstaan na +/- 1930
83112	2	Bos ontstaan na +/- 1930
83116	1	Bos ontstaan tussen 1850 en +/- 1940
83116	2	Bos ontstaan tussen 1850 en +/- 1940
83121	1	Bos ontstaan na +/- 1930
83121	2	Bos ontstaan na +/- 1930
83127	1	Bos ontstaan tussen 1850 en +/- 1940
83127	2	Bos ontstaan tussen 1850 en +/- 1940
83132	1	Bos ontstaan tussen 1850 en +/- 1940
83132	2	Bos ontstaan tussen 1850 en +/- 1940
83139	1	Bos ontstaan tussen 1850 en +/- 1940
83139	2	Bos ontstaan tussen 1850 en +/- 1940
83140	1	Bos ontstaan tussen 1850 en +/- 1940
83140	2	Bos ontstaan tussen 1850 en +/- 1940
83143	1	Bos ontstaan tussen 1850 en +/- 1940
83143	2	Bos ontstaan tussen 1850 en +/- 1940
83147	1	Bos ontstaan na +/- 1940
83147	2	Bos ontstaan na +/- 1940
83148	1	Bos ontstaan na +/- 1940
83148	2	Bos ontstaan na +/- 1940
84016	1	Bos ontstaan na +/- 1940
84016	2	Bos ontstaan na +/- 1940
84048	1	Bos ontstaan tussen 1850 en +/- 1930
84048	2	Bos ontstaan tussen 1850 en +/- 1930
84070	1	Bos ontstaan tussen 1850 en +/- 1940
84070	2	Bos ontstaan tussen 1850 en +/- 1940
84078	1	Bos ontstaan tussen 1850 en +/- 1940
84078	2	Bos ontstaan tussen 1850 en +/- 1940
84085	1	Bos ontstaan tussen 1850 en +/- 1930
84085	2	Bos ontstaan tussen 1850 en +/- 1930
84093	1	Bos ontstaan tussen 1850 en +/- 1930
84093	2	Bos ontstaan tussen 1850 en +/- 1930
84097	1	Bos ontstaan tussen 1850 en +/- 1940
84097	2	Bos ontstaan tussen 1850 en +/- 1940
84098	1	Bos ontstaan na +/- 1930
84098	2	Bos ontstaan na +/- 1930
84100	1	Bos ontstaan na +/- 1940
84100	2	Bos ontstaan na +/- 1940
84102	1	Bos ontstaan na +/- 1940
84102	2	Bos ontstaan na +/- 1940
84114	1	Bos ontstaan na +/- 1940
84114	2	Bos ontstaan na +/- 1940
84117	1	Bos ontstaan tussen 1850 en +/- 1930
84117	2	Bos ontstaan tussen 1850 en +/- 1930
84118	1	Bos ontstaan tussen 1850 en +/- 1940
84118	2	Bos ontstaan tussen 1850 en +/- 1940
84119	1	Bos ontstaan tussen 1850 en +/- 1940
84119	2	Bos ontstaan tussen 1850 en +/- 1940
84122	1	Bos ontstaan na +/- 1940
84122	2	Bos ontstaan na +/- 1940
84123	1	Bos ontstaan na +/- 1930
84123	2	Bos ontstaan na +/- 1930
84124	1	Bos ontstaan na +/- 1930
84124	2	Bos ontstaan na +/- 1930
84126	1	Bos ontstaan tussen 1850 en +/- 1940
84126	2	Bos ontstaan tussen 1850 en +/- 1940
84134	1	Bos ontstaan tussen 1850 en +/- 1940
84134	2	Bos ontstaan tussen 1850 en +/- 1940
84135	1	Bos ontstaan tussen 1850 en +/- 1940
84135	2	Bos ontstaan tussen 1850 en +/- 1940
84142	1	Bos ontstaan na +/- 1940
84142	2	Bos ontstaan na +/- 1940
84156	1	Bos ontstaan na +/- 1940
84156	2	Bos ontstaan na +/- 1940
85004	1	Bos ontstaan tussen 1850 en +/- 1940
85004	2	Bos ontstaan tussen 1850 en +/- 1940
85004	3	Bos ontstaan tussen 1850 en +/- 1940
85019	1	Bos ontstaan na +/- 1930
85019	2	Bos ontstaan na +/- 1930
85019	3	Bos ontstaan na +/- 1930
85025	1	Bos ontstaan na +/- 1940
85025	2	Bos ontstaan na +/- 1940
85025	3	Bos ontstaan na +/- 1940
85034	1	Bos ontstaan na +/- 1940
85034	2	Bos ontstaan na +/- 1940
85034	3	Bos ontstaan na +/- 1940
85052	1	Bos ontstaan tussen 1850 en +/- 1940
85052	2	Bos ontstaan tussen 1850 en +/- 1940
85052	3	Bos ontstaan tussen 1850 en +/- 1940
85061	1	Bos ontstaan tussen 1850 en +/- 1940
85061	2	Bos ontstaan tussen 1850 en +/- 1940
85061	3	Bos ontstaan na +/- 1940
85064	1	Bos ontstaan na +/- 1940
